ID	ZoneID	Zone	Number	Name	TeReo	Feature	FeatureID	FeaturePlural	Wikipedia
gr_zo_97-1	zo_97	97	1		Pou-ā-Kani Marae	Marae	fe_156		
gr_zo_98-1	zo_98	98	1	Ngā Waka Hall		Marae	fe_156		
gr_zo_98-2	zo_98	98	2		Papa o te Aroha Marae	Marae	fe_156		
gr_zo_98-3	zo_98	98	3		Ōngāroto Marae	Marae	fe_156		
gr_zo_98-4	zo_98	98	4	Pakake-Taiari meeting house		Marae	fe_156		
gr_zo_98-6	zo_98	98	6		Te Whānau Ānoa Marae	Marae	fe_156		
gr_zo_99-1	zo_99	99	1		Te Ruapeka Marae	Marae	fe_156		
gr_zo_99-10	zo_99	99	10		Pāparāmu Marae	Marae	fe_156		
gr_zo_99-11	zo_99	99	11		Te Ōmeka Marae	Marae	fe_156		
gr_zo_99-12	zo_99	99	12		Ōkauia Pā	Marae	fe_156		
gr_zo_99-2	zo_99	99	2		Whakaaratamaiti Marae	Marae	fe_156		
gr_zo_99-3	zo_99	99	3		Mangakāretu Marae	Marae	fe_156		
gr_zo_99-4	zo_99	99	4		Pikitū Marae	Marae	fe_156		
gr_zo_99-5	zo_99	99	5		Mātiti Marae	Marae	fe_156		
gr_zo_99-7	zo_99	99	7		Kuranui Marae	Marae	fe_156		
gr_zo_99-8	zo_99	99	8		Ngātira Haere Marae	Marae	fe_156		
gr_zo_99-9	zo_99	99	9		Te Ūkaipō Marae	Marae	fe_156		
gr_zo_100-1	zo_100	100	1		Rukumoana Pā	Marae	fe_156		
gr_zo_100-2	zo_100	100	2		Kaia te Mata Marae	Marae	fe_156		
gr_zo_100-3	zo_100	100	3		Raungaiti Marae	Marae	fe_156		
gr_zo_100-4	zo_100	100	4		Hukunui Marae	Marae	fe_156		
gr_zo_100-5	zo_100	100	5		Tauwhare Marae	Marae	fe_156		
gr_zo_101-1	zo_101	101	1		Maungatautari Marae	Marae	fe_156		
gr_zo_101-2	zo_101	101	2	Rangiatea meeting house		Marae	fe_156		
gr_zo_101-3	zo_101	101	3		Ōtautahanga Marae	Marae	fe_156		
gr_zo_101-4	zo_101	101	4		Aotearoa Pā	Marae	fe_156		
gr_zo_101-5	zo_101	101	5		Rāwhti Roa Marae	Marae	fe_156		
gr_zo_102-1	zo_102	102	1	Ōtāwhao meeting house		Marae	fe_156		
gr_zo_102-2	zo_102	102	2		Pūrekireki Marae	Marae	fe_156		
gr_zo_102-3	zo_102	102	3		Te Haona Kaha Marae	Marae	fe_156		
gr_zo_103-1	zo_103	103	1		Kirikiriroa Marae	Marae	fe_156		
gr_zo_103-2	zo_103	103	2		Hui te Rangiora Marae	Marae	fe_156		
gr_zo_103-3	zo_103	103	3		Miropiko	Marae	fe_156		
gr_zo_103-5	zo_103	103	5		Ngāti Hamutana Marae	Marae	fe_156		
gr_zo_104-1	zo_104	104	1		Tūrangawaewae Marae	Marae	fe_156		
gr_zo_104-2	zo_104	104	2		Ngāruawāhia	Town	fe_282		
gr_zo_104-3	zo_104	104	3		Taupiri	Town	fe_282		
gr_zo_104-4	zo_104	104	4		Waikeri Pā	Marae	fe_156		
gr_zo_105-1	zo_105	105	1		Waahi Marae	Marae	fe_156		
gr_zo_105-2	zo_105	105	2		Te Kauri Marae	Marae	fe_156		
gr_zo_105-3	zo_105	105	3		Te Ōhākī Marae	Marae	fe_156		
gr_zo_105-4	zo_105	105	4		Kaitumutumu Marae	Marae	fe_156		
gr_zo_106-1	zo_106	106	1		Taniwha Marae	Marae	fe_156		
gr_zo_106-2	zo_106	106	2		Rangiriri	Marae	fe_156		
gr_zo_106-3	zo_106	106	3		Horahora Marae	Marae	fe_156		
gr_zo_106-4	zo_106	106	4		Waikare Marae	Marae	fe_156		
gr_zo_106-5	zo_106	106	5		Te Pou o Mangatāwhiri Marae	Marae	fe_156		
gr_zo_107-1	zo_107	107	1		Te Kotahitanga Marae	Marae	fe_156		
gr_zo_107-2	zo_107	107	2		Ōraeroa Marae	Marae	fe_156		
gr_zo_107-3	zo_107	107	3		Tauranganui Marae	Marae	fe_156		
gr_zo_107-4	zo_107	107	4		Ngā Tai E Rua Marae	Marae	fe_156		
gr_zo_107-5	zo_107	107	5	Te Ōhākīāte Puea Sleeping House		Marae	fe_156		
gr_zo_107-6	zo_107	107	6	Ngā Hau E Wha Hall		Marae	fe_156		
gr_zo_108-1	zo_108	108	1	Te Uwira meeting house		Marae	fe_156		
gr_zo_108-2	zo_108	108	2		Rere-te-Whioi Marae	Marae	fe_156		
gr_zo_108-3	zo_108	108	3		Whātāpaka Marae	Marae	fe_156		
gr_zo_108-4	zo_108	108	4		Waiau Pā	Marae	fe_156		
gr_zo_109-1	zo_109	109	1		Ngāti Papakura Marae	Marae	fe_156		
gr_zo_110-1	zo_110	110	1		Umupuia Marae	Marae	fe_156		
gr_zo_111-1	zo_111	111	1		Piritahi Marae	Marae	fe_156		
gr_zo_113-1	zo_113	113	1		Mōtaerehe Marae	Marae	fe_156		
gr_zo_113-2	zo_113	113	2		Kāwā Marae	Marae	fe_156		
gr_zo_114-1	zo_114	114	1		Māngere Marae	Marae	fe_156		
gr_zo_114-2	zo_114	114	2		Te Ihuamataoho Marae	Marae	fe_156		
gr_zo_114-3	zo_114	114	3		Mātaatua Marae	Marae	fe_156		
gr_zo_114-4	zo_114	114	4		Ōtara Marae	Marae	fe_156		
gr_zo_114-5	zo_114	114	5		Ngā Hau E Whā Marae	Marae	fe_156		
gr_zo_114-6	zo_114	114	6	Matuku Tūrēia Dining Hall		Marae	fe_156		
gr_zo_114-7	zo_114	114	7	Parehuia meeting house		Marae	fe_156		
gr_zo_114-8	zo_114	114	8	Aorere College		Marae	fe_156		
gr_zo_116-1	zo_116	116	1		Ōrākei Marae	Marae	fe_156		
gr_zo_116-10	zo_116	116	10		Ruapōtaka Marae	Marae	fe_156		
gr_zo_116-11	zo_116	116	11	Waiatarau Community Centre		Community Centre	fe_58		
gr_zo_116-12	zo_116	116	12	Kahurangi Ki Maungawhau meeting house		Marae	fe_156		
gr_zo_116-13	zo_116	116	13		Kuru Takawaenga Marae	Marae	fe_156		
gr_zo_116-14	zo_116	116	14		Waipapa Marae	Marae	fe_156		
gr_zo_116-15	zo_116	116	15		Kōkiri Ki Maungarei Marae	Marae	fe_156		
gr_zo_116-16	zo_116	116	16		Whare Hui	Marae	fe_156		
gr_zo_116-2	zo_116	116	2		Te Tira Hōu Marae	Marae	fe_156		
gr_zo_116-3	zo_116	116	3	St Sep's		Marae	fe_156		
gr_zo_116-4	zo_116	116	4	Hotunui meeting house		Marae	fe_156		
gr_zo_116-5	zo_116	116	5		Te Unga Waka Marae	Marae	fe_156		
gr_zo_116-6	zo_116	116	6		Te Akootetūī Marae	Marae	fe_156		
gr_zo_116-7	zo_116	116	7	Tūtahi Tonu meeting house		Marae	fe_156		
gr_zo_116-8	zo_116	116	8		Māhurehure Marae	Marae	fe_156		
gr_zo_117-1	zo_117	117	1		Hoani Waititi Marae	Marae	fe_156		
gr_zo_117-2	zo_117	117	2		Kākāriki Marae	Marae	fe_156		
gr_zo_117-3	zo_117	117	3		Ōpānuku Marae	Marae	fe_156		
gr_zo_117-4	zo_117	117	4	Te Kōtuku meeting house		Marae	fe_156		
gr_zo_119-1	zo_119	119	1	Te Kāmaka meeting house		Marae	fe_156		
gr_zo_120-1	zo_120	120	1		Haranui Marae	Marae	fe_156		
gr_zo_120-2	zo_120	120	2		Kākānui Marae	Marae	fe_156		
gr_zo_120-3	zo_120	120	3	Whiti-te-Rā meeting house		Marae	fe_156		
gr_zo_120-4	zo_120	120	4		Puatahi Marae	Marae	fe_156		
gr_zo_122-1	zo_122	122	1		Rangituanui Marae	Marae	fe_156		
gr_zo_123-1	zo_123	123	1		Kākāraea Marae	Marae	fe_156		
gr_zo_123-2	zo_123	123	2		Te Pounga Marae	Marae	fe_156		
gr_zo_124-1	zo_124	124	1		Taitā Marae	Marae	fe_156		
gr_zo_124-10	zo_124	124	10	Pihirau meeting house		Marae	fe_156		
gr_zo_124-2	zo_124	124	2		Rīpia Marae	Marae	fe_156		
gr_zo_124-3	zo_124	124	3		Ōtūrei Marae	Marae	fe_156		
gr_zo_124-4	zo_124	124	4		Te Houhanga Marae	Marae	fe_156		
gr_zo_124-5	zo_124	124	5		Aoroa	Locality	fe_154		
gr_zo_124-6	zo_124	124	6		Pouto Marae	Marae	fe_156		
gr_zo_124-7	zo_124	124	7		Waihauā Marae	Marae	fe_156		
gr_zo_124-8	zo_124	124	8		Tinopai Marae	Marae	fe_156		
gr_zo_124-9	zo_124	124	9		Toetoe Marae	Marae	fe_156		
gr_zo_125-1	zo_125	125	1		Kaihū Marae	Marae	fe_156		
gr_zo_125-2	zo_125	125	2		Waikaraka Marae	Marae	fe_156		
gr_zo_125-3	zo_125	125	3		Waikarā Marae	Marae	fe_156		
gr_zo_125-4	zo_125	125	4		Pāhinui Marae	Marae	fe_156		
gr_zo_125-5	zo_125	125	5		Matatina Marae	Marae	fe_156		
gr_zo_125-6	zo_125	125	6		Ahikiwi Marae	Marae	fe_156		
gr_zo_125-7	zo_125	125	7	Ngāti Toro meeting house		Marae	fe_156		
gr_zo_126-1	zo_126	126	1		Tauteihiihi Marae	Marae	fe_156		
gr_zo_126-10	zo_126	126	10		Tāhekeroa Marae	Marae	fe_156		
gr_zo_126-11	zo_126	126	11		Puhi Moana Ariki Marae	Marae	fe_156		
gr_zo_126-12	zo_126	126	12		Moehau Marae	Marae	fe_156		
gr_zo_126-13	zo_126	126	13		Motukiore Marae	Marae	fe_156		
gr_zo_126-14	zo_126	126	14		Mātaitauā Marae	Marae	fe_156		
gr_zo_126-2	zo_126	126	2		Maraeroa Marae	Marae	fe_156		
gr_zo_126-3	zo_126	126	3		Te Kotahitanga Marae	Marae	fe_156		
gr_zo_126-4	zo_126	126	4	Te Herenga o te Aroha meeting house		Marae	fe_156		
gr_zo_126-5	zo_126	126	5		Waiwhatawhata Marae	Marae	fe_156		
gr_zo_126-6	zo_126	126	6		Paremata Marae	Marae	fe_156		
gr_zo_126-7	zo_126	126	7	Te Whakamaharatanga meeting house		Marae	fe_156		
gr_zo_126-8	zo_126	126	8	Te Piitī meeting house		Marae	fe_156		
gr_zo_126-9	zo_126	126	9		Mōria Marae	Marae	fe_156		
gr_zo_127-1	zo_127	127	1		Te Iringa Marae	Marae	fe_156		
gr_zo_127-12	zo_127	127	12	Ngati Toro meeting house		Marae	fe_156		
gr_zo_127-13	zo_127	127	13		Pātearoha Marae	Marae	fe_156		
gr_zo_127-2	zo_127	127	2		Ngāti Koro Marae	Marae	fe_156		
gr_zo_127-3	zo_127	127	3		Te Kotahitanga Marae	Marae	fe_156		
gr_zo_127-4	zo_127	127	4	Te Aroha meeting house		Marae	fe_156		
gr_zo_127-5	zo_127	127	5		Te Hūruhi Marae	Marae	fe_156		
gr_zo_127-6	zo_127	127	6		Pukerātā Marae	Marae	fe_156		
gr_zo_127-7	zo_127	127	7		Te Riingi Marae	Marae	fe_156		
gr_zo_127-8	zo_127	127	8	Nukutawhiti meeting house		Marae	fe_156		
gr_zo_128-1	zo_128	128	1		Whāngārei Terenga Parāoa Marae	Marae	fe_156		
gr_zo_128-10	zo_128	128	10		Takahiwai Marae	Marae	fe_156		
gr_zo_128-11	zo_128	128	11		Pā te Aroha Marae	Marae	fe_156		
gr_zo_128-12	zo_128	128	12		Tītoki	Locality	fe_154		
gr_zo_128-2	zo_128	128	2		Onerahi Marae	Marae	fe_156		
gr_zo_128-3	zo_128	128	3		Pēhiāweri Marae	Marae	fe_156		
gr_zo_128-4	zo_128	128	4		Te Maungaārongo Marae	Marae	fe_156		
gr_zo_128-5	zo_128	128	5		Korokota Marae	Marae	fe_156		
gr_zo_128-6	zo_128	128	6	Te Paea Soldiers' Memorial		Marae	fe_156		
gr_zo_128-7	zo_128	128	7		Te Horo Marae	Marae	fe_156		
gr_zo_128-8	zo_128	128	8	Paratene te Manu meeting house		Marae	fe_156		
gr_zo_128-9	zo_128	128	9		Whakapoumahara Marae	Marae	fe_156		
gr_zo_130-1	zo_130	130	1		Kaikou Marae	Marae	fe_156		
gr_zo_130-2	zo_130	130	2		Mōtatau Marae	Marae	fe_156		
gr_zo_130-3	zo_130	130	3		Akerama Marae	Marae	fe_156		
gr_zo_130-4	zo_130	130	4	Matawaia meeting house		Marae	fe_156		
gr_zo_130-5	zo_130	130	5		Whakapara Marae	Marae	fe_156		
gr_zo_131-1	zo_131	131	1		Tou Rangatira	Marae	fe_156		
gr_zo_131-10	zo_131	131	10		Tauwhara Marae	Marae	fe_156		
gr_zo_131-11	zo_131	131	11		Te Kāretu Marae	Marae	fe_156		
gr_zo_131-12	zo_131	131	12		Ngātiwai Marae	Marae	fe_156		
gr_zo_131-13	zo_131	131	13	Orautu Hall		Marae	fe_156		
gr_zo_131-14	zo_131	131	14	Te Tūriki meeting house		Marae	fe_156		
gr_zo_131-15	zo_131	131	15	Pare meeting house		Marae	fe_156		
gr_zo_131-16	zo_131	131	16		Maurea Pā	Marae	fe_156		
gr_zo_131-17	zo_131	131	17	Whitiora meeting house		Marae	fe_156		
gr_zo_131-2	zo_131	131	2		Waiōmio Marae	Marae	fe_156		
gr_zo_131-3	zo_131	131	3		Porowini Marae	Marae	fe_156		
gr_zo_131-4	zo_131	131	4	Punaruku meeting house		Marae	fe_156		
gr_zo_131-5	zo_131	131	5		Te Rāwhiti Marae	Marae	fe_156		
gr_zo_131-6	zo_131	131	6		Oromāhoe Marae	Marae	fe_156		
gr_zo_131-7	zo_131	131	7		Mihi Wira Marae	Marae	fe_156		
gr_zo_131-8	zo_131	131	8	Ngāti Rāhiri meeting house		Marae	fe_156		
gr_zo_131-9	zo_131	131	9	Parawhenua meeting house		Marae	fe_156		
gr_zo_132-1	zo_132	132	1	Te Aroha meeting house		Marae	fe_156		
gr_zo_132-10	zo_132	132	10		Waimahana	Locality	fe_154		
gr_zo_132-11	zo_132	132	11		Mangaiti Marae	Marae	fe_156		
gr_zo_132-2	zo_132	132	2		Kēnana	Marae	fe_156		
gr_zo_132-3	zo_132	132	3	Ngāipuhi meeting house		Marae	fe_156		
gr_zo_132-4	zo_132	132	4		Te Patunga Marae	Marae	fe_156		
gr_zo_132-5	zo_132	132	5		Takahī Marae	Marae	fe_156		
gr_zo_132-6	zo_132	132	6		Matangirau Marae	Marae	fe_156		
gr_zo_132-7	zo_132	132	7		Te Kiripaka Marae	Marae	fe_156		
gr_zo_132-8	zo_132	132	8		Te Wainui Marae	Marae	fe_156		
gr_zo_133-1	zo_133	133	1		Mangaamuka Marae	Marae	fe_156		
gr_zo_133-2	zo_133	133	2		Motukaraka Marae	Marae	fe_156		
gr_zo_133-3	zo_133	133	3		Ngātimanawa Marae	Marae	fe_156		
gr_zo_133-4	zo_133	133	4		Pā te Oro Marae	Marae	fe_156		
gr_zo_133-5	zo_133	133	5		Waihou Marae	Marae	fe_156		
gr_zo_133-6	zo_133	133	6		Motutī Marae	Marae	fe_156		
gr_zo_133-7	zo_133	133	7		Mātihetihe Marae	Marae	fe_156		
gr_zo_133-8	zo_133	133	8		Waiparera Marae	Marae	fe_156		
gr_zo_133-9	zo_133	133	9		Rāhiri Marae	Marae	fe_156		
gr_zo_134-1	zo_134	134	1		Manukau Marae	Marae	fe_156		
gr_zo_134-2	zo_134	134	2		Whāngāpē Marae	Marae	fe_156		
gr_zo_134-3	zo_134	134	3		Taiao Marae	Marae	fe_156		
gr_zo_135-1	zo_135	135	1		Rōma Marae	Marae	fe_156		
gr_zo_135-2	zo_135	135	2		Te Kauhanga Marae	Marae	fe_156		
gr_zo_135-3	zo_135	135	3		Te Paatū Marae	Marae	fe_156		
gr_zo_135-5	zo_135	135	5		Te Rarawa Marae	Marae	fe_156		
gr_zo_135-6	zo_135	135	6		Waimanoni Marae	Marae	fe_156		
gr_zo_135-7	zo_135	135	7		Oturu Marae	Marae	fe_156		
gr_zo_135-8	zo_135	135	8		Wainui Marae	Marae	fe_156		
gr_zo_136-1	zo_136	136	1		Whatuwhiwhi Marae	Marae	fe_156		
gr_zo_136-2	zo_136	136	2		Parapara Marae	Marae	fe_156		
gr_zo_137-1	zo_137	137	1		Te Hiku o te Ika Marae	Marae	fe_156		
gr_zo_137-2	zo_137	137	2	Waimirirangi meeting house		Marae	fe_156		
gr_zo_137-3	zo_137	137	3		Paparore Marae	Marae	fe_156		
gr_zo_137-4	zo_137	137	4		Karepōnia Marae	Marae	fe_156		
gr_zo_137-5	zo_137	137	5		Waimanoni Marae	Marae	fe_156		
gr_zo_139-2	zo_139	139	2		Hurinui Orangi Marae	Marae	fe_156		
gr_zo_139-5	zo_139	139	5	Tama Nui o te Ao Kātoa Hall		Marae	fe_156		
gr_zo_140-1	zo_140	140	1	Farewell Spit		Marae	fe_156		
gr_zo_141-1	zo_141	141	1		Te Āwhina Marae	Marae	fe_156		
gr_zo_143-1	zo_143	143	1		Whakatū Marae	Marae	fe_156		
gr_zo_144-2	zo_144	144	2		Te Hora Marae	Marae	fe_156		
gr_zo_145-1	zo_145	145	1		Waikawa Marae	Marae	fe_156		
gr_zo_146-1	zo_146	146	1		Ōmaka Marae	Marae	fe_156		
gr_zo_146-2	zo_146	146	2		Wairau Pā	Marae	fe_156		
gr_zo_147-1	zo_147	147	1		Whakatakahanga Marae	Marae	fe_156		
gr_zo_147-2	zo_147	147	2		Mangamaunu Marae	Marae	fe_156		
gr_zo_149-1	zo_149	149	1		Kaiapōhia Pā	Marae	fe_156		
gr_zo_149-2	zo_149	149	2		Tuahiwi	Locality	fe_154		
gr_zo_150-1	zo_150	150	1		Rehua Marae	Marae	fe_156		
gr_zo_150-2	zo_150	150	2		Ngā Hau E Whā Marae	Marae	fe_156		
gr_zo_150-3	zo_150	150	3		Te Rau Oriwa Marae	Marae	fe_156		
gr_zo_150-4	zo_150	150	4	Te Rongo Pai meeting house		Marae	fe_156		
gr_zo_151-1	zo_151	151	1	Te Wheke meeting house		Marae	fe_156		
gr_zo_152-1	zo_152	152	1		Ōnuku Marae	Marae	fe_156		
gr_zo_152-2	zo_152	152	2		Mako Marae	Marae	fe_156		
gr_zo_153-1	zo_153	153	1		Taumutu Marae	Marae	fe_156		
gr_zo_154-1	zo_154	154	1		Arowhenua Pā	Marae	fe_156		
gr_zo_154-2	zo_154	154	2		Hakatere Marae	Marae	fe_156		
gr_zo_156-1	zo_156	156	1		Waihao Marae	Marae	fe_156		
gr_zo_158-1	zo_158	158	1	Uenuku meeting house		Marae	fe_156		
gr_zo_160-1	zo_160	160	1		Ōtākou Marae	Marae	fe_156		
gr_zo_160-2	zo_160	160	2		Ārai te Uru Marae	Marae	fe_156		
gr_zo_160-3	zo_160	160	3		Puketeraki Marae	Marae	fe_156		
gr_zo_160-4	zo_160	160	4	Mataatua meeting house		Marae	fe_156		
gr_zo_165-1	zo_165	165	1		Ōteikarama Marae	Marae	fe_156		
gr_zo_165-2	zo_165	165	2		Te Hono Ki Ngāi Tāhu Marae	Marae	fe_156		
gr_zo_166-1	zo_166	166	1		Murihiku Marae	Marae	fe_156		
gr_zo_166-2	zo_166	166	2		Te Rau Aroha Marae	Marae	fe_156		
gr_zo_173-1	zo_173	173	1		Tapuwae Marae	Marae	fe_156		
