ID	Number	Name	TeReo	Area_1	TeReo_1	Area_2	TeReo_2	Area_3	TeReo_3	Region	RegionID	GazetteerDistrict	Part	PartID	Island	IslandID	Iwi_1	IwiID_1	Iwi_2	IwiID_2	Iwi_3	IwiID_3	Iwi_4	IwiID_4	Iwi_Semi	IwiID_Semi	GooglePlaceIDSmall_1	GooglePlaceIDLarge_1	GooglePlaceIDSmall_2	GooglePlaceIDLarge_2	GooglePlaceName	Boundary	Map	MapID	MapAreaShape_1	MapAreaCoords_1	MapAreaShape_2	MapAreaCoords_2	Speaker_1	SpeakerID_1	SpeakerBrackets_1	SpeakerLocation_1	Speaker_2	SpeakerID_2	SpeakerLocation_2	Speaker_3	SpeakerID_3	Speaker_4	SpeakerID_4	FeaturedName_1	FeaturedName_2	FeaturedName_3	FeaturedName_4	FeaturedName_5	FeaturedName_6	FeaturedName_7	FeaturedName_8	Notes	Wikipedia_1	Wikipedia_2	Wikipedia_3	Length
zo_67	67	Horohoro	Horohoro		Horohoro					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Kea	iw_23	Ngāti Kahungunu	iw_20	Ngāti Tuara	iw_57					ChIJRToqCQsibG0RIM6iQ2HvAAU				Horohoro		Central North Island	ma_2	poly	482,462,494,440,527,446,527,454,533,454,496,480	poly	10,429,51,424,37,439,10,439	Hepora (Sybil) Young	sp_26																			https://en.wikipedia.org/wiki/Horohoro,_New_Zealand			32
zo_68	68	Whakarewarewa	Whakarewarewa		Whakarewarewa					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Tūhourangi	iw_77									ChIJ1QDhGNWebm0RMBqjQ2HvAAU				Whakarewarewa		Central North Island	ma_2	poly	84,382,89,390,85,398,73,407,53,407,49,398,61,386			Autiti Wikiriwhi	sp_4		in Wahiao								Whakarewarewa									https://en.wikipedia.org/wiki/Whakarewarewa			89
zo_69	69	Rotorua	Rotorua		Rotorua					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whakāue	iw_63									ChIJK7L2gj2Ybm0RMZmjQ2HvAAU				Rotorua		Central North Island	ma_2	circle	52,371,27	poly	58,352,102,338,115,346,78,398	Hiko Hohepa	sp_28			John Rangihau	sp_48						Rotorua									https://en.wikipedia.org/wiki/Rotorua			134
zo_70	70	Mokoia	Mokoia		Mokoia					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Uenuku-Kopako	iw_59	Ngāti Rangi-te-Aorere	iw_38	Ngāti Whakāue	iw_63					ChIJqYzMOCVxFW0RkCOjQ2HvAAU				Mokoia		Central North Island	ma_2	circle	72,325,20			Tukutahi Galvin	sp_127																			https://en.wikipedia.org/wiki/Mokoia			29
zo_71	71	Ngongotahā	Ngongotahā		Ngongotahā					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whakāue	iw_63	Ngāti Rangiwewehi	iw_43							ChIJ23VafWMobG0RMOuiQ2HvAAU				Ngongotaha		Central North Island	ma_2	poly	498,419,527,403,527,446,494,440	poly	10,293,31,296,49,399,31,427,10,429	Mita Mohi	sp_75																			https://en.wikipedia.org/wiki/Ngongotaha			41
zo_72	72	Hamurana	Hamurana		Hamurana					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Rangiwewehi	iw_43									ChIJz7UIMMAvbG0R4MmiQ2HvAAU				Hamurana		Central North Island	ma_2	poly	498,419,527,403,527,392,551,392,584,361,547,346,503,374,498,392	poly	10,259,97,259,86,286,33,294,10,294	Mita Mohi	sp_75																			https://en.wikipedia.org/wiki/Hamurana_Springs			48
zo_73	73	Maketū	Maketū		Maketū					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Pikiao	iw_36	Ngāti Whakāue	iw_63	Tapuika	iw_78					ChIJG-c-ln5lbm0RAN2iQ2HvAAU				Maketu		Central North Island	ma_2	poly	566,351,572,341,571,330,579,314,592,332,579,358			Tomairangi Kameta	sp_125																			https://en.wikipedia.org/wiki/Maketu			55
zo_74	74	Te Puke	Te Puke		Te Puke					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Pikiao	iw_36	Tapuika	iw_78							ChIJvSipJyR5bm0RQAyjQ2HvAAU	ChIJpXGRCeB-bm0RtjI2Yz30hv4			Te Puke		Central North Island	ma_2	poly	566,351,572,341,571,330,579,314,565,311,547,344			Wiremu Kepa (Sasu) Wihapi	sp_139																			https://en.wikipedia.org/wiki/Te_Puke			92
zo_75	75	Motiti	Motiti		Motiti					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Te Patuwai	iw_87													Motiti		Central North Island	ma_2	circle	585,291,25			Eddie Matehaere	sp_11																			https://en.wikipedia.org/wiki/Motiti_Island			39
zo_76	76	Tauranga	Tauranga		Tauranga					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Ranginui	iw_39	Ngai te Rangi	iw_70							ChIJ5WTUe-d2bm0RJpmjQ2HvAAU	ChIJ_byVJSvFbW0RnfrNhRsiGsY			Tauranga		Central North Island	ma_2	poly	564,315,547,344,503,375,488,334,464,301,452,248,482,247,487,260,501,258			Wiremu Ohia	sp_137			Wiremu Kepa (Sasu) Wihapi	sp_139						Tauranga									https://en.wikipedia.org/wiki/Tauranga			156
zo_77	77	Mayor Island	Tuhua	Mayor Island	Tuhua					Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Ranginui	iw_39	Ngāti Tūwhao	iw_49											Mayor Island		Central North Island	ma_2	rect	551,202,593,218			Vic Wilson	sp_132																			https://en.wikipedia.org/wiki/Mayor_Island_/_Tuhua			52
zo_78	78	Waihi Beach		Waihi Beach						Western Bay of Plenty	re_11	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Ranginui	iw_39									ChIJvTcus7KSbW0RcBKjQ2HvAAU				Waihi Beach		Central North Island	ma_2	poly	482,247,487,260,501,258,519,254,519,238			Wharengaio (Bill) Pio Tutengaehe	sp_134																			https://en.wikipedia.org/wiki/Waihi_Beach			41
zo_79	79	Waihi	Waihi		Waihi					Coromandel	re_12	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Tamaterā	iw_53									ChIJaSre5wKObW0RkBKjQ2HvAAU				Waihi		Central North Island	ma_2	poly	468,247,468,222,489,213,495,245			Huhurere Tukukino	sp_38																			https://en.wikipedia.org/wiki/Waihi			46
zo_80	80	Whangamatā	Whangamatā		Whangamatā					Coromandel	re_12	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Maru	iw_33									ChIJvXBDrUZ2cm0RsBqjQ2HvAAU	ChIJF7X8LF92cm0RS-0iVC4IqPY			Whangamata		Central North Island	ma_2	poly	467,221,489,213,489,163,469,161,459,155,450,145,454,189,457,198			Huhurere Tukukino	sp_38			Te Aue Davis	sp_114															https://en.wikipedia.org/wiki/Whangamata			61
zo_81	81	Mercury Bay	Te-Whanganui-o-Hei	Mercury Bay	Te-Whanganui-o-Hei					Coromandel	re_12	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Hei	iw_15	Ngāti Whanaunga	iw_64											Mercury Bay		Central North Island	ma_2	poly	489,163,469,161,459,155,450,145,447,90,502,32,502,71			Te Aue Davis	sp_114																			https://en.wikipedia.org/wiki/Mercury_Bay			149
zo_82	82	Kennedy Bay	Harataunga	Kennedy Bay	Harataunga					Coromandel	re_12	South Auckland	Upper North Island	pa_2	North Island	is_1									Ngāti Porou	iw_37	ChIJTTBSLbb5cm0RwNSiQ2HvAAU				Kennedy Bay		Central North Island	ma_2	poly	430,48,437,60,467,48,467,22,441,22			Pakariki Harrison	sp_81																			https://en.wikipedia.org/wiki/Kennedy_Bay			49
zo_83	83	Cape Colville		Cape Colville						Coromandel	re_12	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whanaunga	iw_64													Colville		Central North Island	ma_2	poly	437,33,430,48,411,55,392,25,409,15			Huhurere Tukukino	sp_38			Tai Turoa	sp_104		Te Aue Davis	sp_114												https://en.wikipedia.org/wiki/Cape_Colville			53
zo_84	84	Coromandel		Coromandel						Coromandel	re_12	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whanaunga	iw_64									ChIJCbViPKbxcm0R0L2iQ2HvAAU				Coromandel		Central North Island	ma_2	poly	411,55,430,48,437,60,460,50,465,69,447,90,447,125,410,131			Huhurere Tukukino	sp_38																			https://en.wikipedia.org/wiki/Coromandel,_New_Zealand			113
zo_85	85	Thames	Parāwai	Thames						Hauraki	re_13	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Maru	iw_33									ChIJw_NF2MqAcm0RQA2jQ2HvAAU				Hauraki District		Central North Island	ma_2	poly	410,131,447,125,450,145,457,198,426,215,421,208			Huhurere Tukukino	sp_38																			https://en.wikipedia.org/wiki/Thames,_New_Zealand			81
zo_86	86	Paeroa	Paeroa		Paeroa					Hauraki	re_13	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Tamaterā	iw_53									ChIJASRRbr-cbW0RUPOiQ2HvAAU	ChIJeYv9E2OEbW0R9ay7blxO8nQ			Paeroa		Central North Island	ma_2	poly	421,208,452,248,474,247,457,198,426,215			Huhurere Tukukino	sp_38																			https://en.wikipedia.org/wiki/Paeroa			52
zo_87	87	Hauraki Plains		Hauraki Plains						Hauraki	re_13	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Tamaterā	iw_53									ChIJJ_ElQ4E3DW0RgMqiQ2HvAAU				Hauraki Plain		Central North Island	ma_2	poly	421,208,452,248,395,249,371,212,382,205			Huhurere Tukukino	sp_38			Molly Hotene	sp_76															https://en.wikipedia.org/wiki/Hauraki_Plains			50
zo_88	88	Miranda	Pukorokoro	Miranda	Pukorokoro					Hauraki	re_13	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Maru	iw_33	Ngāti Whanaunga	iw_64	Ngāti Pāoa	iw_35					ChIJOZRnZSpgbW0RQNeiQ2HvAAU				Miranda		Central North Island	ma_2	poly	371,212,382,205,383,162,351,167,355,193,358,204			Mere Taka	sp_72																			https://en.wikipedia.org/wiki/Miranda,_New_Zealand			93
zo_89	89	Hūnua	Hūnua		Hūnua					Hauraki	re_13	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Maru	iw_33	Ngāti Whanaunga	iw_64	Ngāti Pāoa	iw_35	Ngāti Tai	iw_51			ChIJDQJ8de-lcm0REM-iQ2HvAAU				Hunua		Central North Island	ma_2	poly	383,162,351,167,347,160,338,155,347,136,535,111,382,122			Turoa Royal	sp_131																			https://en.wikipedia.org/wiki/Hunua			45
zo_90	90	Piopio	Piopio		Piopio					King Country	re_14	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Maniapoto	iw_32	Ngā Paimate	iw_5	Ngāti Wairere	iw_61					ChIJK1sW2ZurbG0R0PeiQ2HvAAU	ChIJ7yURVxBTE20RoAoy1nnBkx8			Piopio		Central North Island	ma_2	poly	222,512,236,427,272,428,315,437,338,472,332,499			Rapata Emery	sp_94			Rapata Crown	sp_93															https://en.wikipedia.org/wiki/Piopio,_New_Zealand			153
zo_91	91	Benneydale		Benneydale						King Country	re_14	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Rora	iw_46									ChIJdxpOvuGCbG0RMLaiQ2HvAAU				Benneydale		Central North Island	ma_2	poly	338,472,332,499,338,520,385,542,427,478,394,436			Rapata Emery	sp_94																			https://en.wikipedia.org/wiki/Benneydale			109
zo_92	92	Te Kuiti	Te Kuiti		Te Kuiti					King Country	re_14	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Maniapoto	iw_32									ChIJGw1mRwK6bG0RsAujQ2HvAAU	ChIJkzeNZ5m8bG0RUu1mlsfSpS4			Te Kuiti		Central North Island	ma_2	poly	384,441,330,420,316,438,338,472			Rapata Emery	sp_94																			https://en.wikipedia.org/wiki/Te_Kuiti			117
zo_93	93	Waitomo	Waitomo		Waitomo					King Country	re_14	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Hikairo	iw_16	Ngāti Kinohaku	iw_24							ChIJA5pCFbK3bG0RsBajQ2HvAAU				Waitomo		Central North Island	ma_2	poly	236,427,272,428,315,437,330,420,332,402,316,396,289,399,246,398			Rapata Emery	sp_94			Rapata Crown	sp_93															https://en.wikipedia.org/wiki/Waitomo_District			90
zo_94	94	Waipa (Otorohanga)	Waipa (Otorohanga)		Waipa					King Country	re_14	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Apakura	iw_11										ChIJpQV58G4ebW0R0K2iQ2HvAAQ	ChIJ52kyTmDAbG0RQPKiQ2HvAAU	ChIJrzZSIYe_bG0R3gOJvEesBY0	Waipa		Central North Island	ma_2	poly	330,420,332,402,316,396,326,382,327,357,372,392,392,414,395,436,383,442			Rapata Emery	sp_94																			https://en.wikipedia.org/wiki/Waipa_District			124
zo_95	95	Kāwhia/South Aotea	Kāwhia/Aotea ki te Tonga		Kāwhia	South Aotea	Aotea ki te Tonga			Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Hikairo	iw_16	Ngāti Raukawa	iw_45	Ngāti Māhuta	iw_28									Kawhia		Central North Island	ma_2	poly	254,399,254,383,288,352,327,358,326,384,313,399			Hoani Apiti	sp_32			Rapata Crown	sp_93															https://en.wikipedia.org/wiki/Kawhia_Harbour	https://en.wikipedia.org/wiki/Aotea_Harbour		213
zo_96	96	North Aotea/Raglan/Whatawhata		North Aotea	Aotea ki te Rahi	Raglan			Whatawhata	Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Raukawa	iw_45	Ngāti Mananga	iw_30	Taunui Awhiro	iw_80					ChIJbYj2GaEqE20RUPyiQ2HvAAU		ChIJ-WtDH9wlbW0RwBujQ2HvAAU		Raglan		Central North Island	ma_2	poly	328,357,343,308,322,278,297,273,227,358,290,352			Tawhi Kingi	sp_111			Rangi Skinner	sp_92															https://en.wikipedia.org/wiki/Aotea_Harbour	https://en.wikipedia.org/wiki/Raglan,_New_Zealand	https://en.wikipedia.org/wiki/Whatawhata	131
zo_97	97	Mangakino	Mangakino		Mangakino					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Raukawa	iw_45							Ngāti Kahungunu	iw_20	ChIJtyIaeUZ5bG0RwN2iQ2HvAAU	ChIJvxAHDUZ5bG0R4IMuuAV_C6k			Mangakino		Central North Island	ma_2	poly	427,478,394,436,444,414,466,465			Major Meihana	sp_64		in Tamatea Pokai Whenua																	https://en.wikipedia.org/wiki/Mangakino			39
zo_98	98	Tokoroa	Tokoroa		Tokoroa					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Raukawa	iw_45									ChIJSSJFl6RBbG0RgA-jQ2HvAAU	ChIJC_5cAL9qbG0RUK8Rfq5NpXU			Tokoroa		Central North Island	ma_2	poly	444,414,466,465,483,464,504,390			Frazer te Hiko	sp_14																			https://en.wikipedia.org/wiki/Tokoroa			88
zo_99	99	Putaruru	Putaruru		Putaruru					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Tamaterā	iw_53	Ngāti Raukawa	iw_45							ChIJ56GTgC1PbG0RwPuiQ2HvAAU	ChIJJdnTpiJFbG0Rne48ZrJPGJs			Putaruru		Central North Island	ma_2	poly	434,417,433,397,437,386,444,384,447,357,437,354,469,309,492,342,503,373,499,392			Haki Thompson	sp_19																			https://en.wikipedia.org/wiki/Putaruru			204
zo_100	100	Morrinsville		Morrinsville						Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Hauā	iw_13									ChIJj88Q1TgIbW0RoOWiQ2HvAAU	ChIJz6HIXJAMbW0Rn102fUaS5Ng			Morrinsville		Central North Island	ma_2	poly	437,354,469,309,452,247,395,250,377,302,395,318,405,343			Punia (Molly) Hotene	sp_87			Haki Thompson	sp_19															https://en.wikipedia.org/wiki/Morrinsville			147
zo_101	101	Maungatautari	Maungatautari		Maungatautari					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Raukawa	iw_45									ChIJeVt9E8f4bG0R8OCiQ2HvAAU				Maungatautari		Central North Island	ma_2	poly	434,417,433,397,437,386,444,384,447,357,437,354,405,343,388,355,385,372,372,392,395,436			Pukerau Rangitutea	sp_86		in the porch of Hoturoa																	https://en.wikipedia.org/wiki/Maungatautari			95
zo_102	102	Te Awamutu	Te Awamutu		Te Awamutu					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Raukawa	iw_45	Ngāti Apakura	iw_11							ChIJqXngaTvnbG0R8AqjQ2HvAAU	ChIJXwi5BzvAbG0R6dHN8mJQYhU			Te Awamutu		Central North Island	ma_2	poly	330,360,333,345,390,357,371,392			Tupa te Pahau (Jim) Turner	sp_128			Peter Keremeta	sp_84															https://en.wikipedia.org/wiki/Te_Awamutu			81
zo_103	103	Hamilton	Kirikiriroa	Hamilton	Kirikiriroa					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Kahukura	iw_19	Ngāti Koroki	iw_26	Ngāti Māhuta	iw_28					ChIJITamh3QibW0RA5miQ2HvAAU	ChIJ6ZS4CTkhbW0RNJzNRanel6s			Hamilton		Central North Island	ma_2	poly	333,345,390,357,405,343,394,316,376,302,344,307			Rangi Skinner	sp_92			Binga Haggie	sp_6															https://en.wikipedia.org/wiki/Hamilton,_New_Zealand			101
zo_104	104	Ngāruawāhia	Ngāruawāhia		Ngāruawāhia					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Koroki	iw_26									ChIJ29WJlI86bW0RwOqiQ2HvAAU				Ngaruawahia		Central North Island	ma_2	poly	344,307,376,302,395,249,333,289			Binga Haggie	sp_6																			https://en.wikipedia.org/wiki/Ngāruawāhia			74
zo_105	105	Huntly	Rahui-Pōkeka	Huntly	Rahui-Pōkeka					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Māhuta	iw_28									ChIJo_qgev9HbW0R4M6iQ2HvAAU	ChIJ3apuP9xJbW0RY1U9LH9Qqas			Huntly		Central North Island	ma_2	poly	333,289,323,278,328,247,359,247,381,259			Johnson Huiarangi Kenny	sp_50			Binga Haggie	sp_6															https://en.wikipedia.org/wiki/Huntly			68
zo_106	106	Rangiriri	Rangiriri		Rangiriri					Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Māhuta	iw_28									ChIJS80Wn6RFbW0RMP2iQ2HvAAU				Rangiriri		Central North Island	ma_2	poly	328,247,359,247,381,259,395,249,371,212,357,201,351,168,347,159,335,154,337,172,343,171,351,185,337,195,341,218			Johnson Huiarangi Kenny	sp_50																			https://en.wikipedia.org/wiki/Rangiriri			78
zo_107	107	Waikato Mouth		Waikato Mouth						Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti te Ata	iw_55													Waikato Mouth		Central North Island	ma_2	poly	291,272,278,191,335,154,337,172,343,171,351,185,337,195,341,218,323,378			Jim Kaihau	sp_44			Mere Taka	sp_72		Rameka Cope	sp_89												https://en.wikipedia.org/wiki/Waikato_Mouth			98
zo_108	108	South Manukau Head		South Manukau Head						Waikato	re_15	South Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti te Ata	iw_55													South Manukau		Central North Island	ma_2	poly	278,191,322,163,313,140,259,132,248,142			Jim Kaihau	sp_44			Mere Taka	sp_72															https://en.wikipedia.org/wiki/South_Manukau_Head			102
zo_109	109	Bombay to Manurewa		Bombay			Manurewa			Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Te Aki Tai	iw_84									ChIJK8jEEPmpcm0RoLeiQ2HvAAU				Bombay		Auckland and Northland	ma_3	poly	364,630,372,652,388,642,396,625,382,621			Rangi Ngangana Motu	sp_90			Rameka Cope	sp_89						Manurewa									https://en.wikipedia.org/wiki/Bombay			44
zo_110	110	Whitford/Howick		Whitford		Howick				Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Te Aki Tai	iw_84									ChIJH6OvQXq0cm0RIByjQ2HvAAU		ChIJYbqZByNLDW0RgM6iQ2HvAAU		Whitford		Auckland and Northland	ma_3	poly	396,626,382,620,371,611,385,589,400,603			Rangi Ngangana Motu	sp_90																			https://en.wikipedia.org/wiki/Whitford			59
zo_111	111	Waiheke Island	Waiheke	Waiheke Island						Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Pāoa	iw_35	Ngāti Tai	iw_51								ChIJtTlAx5bIcm0RO5lfd16-hzc			Waiheke Island		Auckland and Northland	ma_3	circle	415,579,21			Hira Kahi	sp_29										Waiheke									https://en.wikipedia.org/wiki/Waiheke_Island			157
zo_112	112	Inner Gulf Islands		Inner Gulf Islands						Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Pāoa	iw_35	Ngāti Tai	iw_51											Inner Gulf Islands		Auckland and Northland	ma_3	rect	364,550,403,586	circle	379,482,10	Maurice Wilson	sp_71		in Te Puru o Aorere																	https://en.wikipedia.org/wiki/Inner_Gulf_Islands			94
zo_113	113	Barrier Islands		Barrier Islands						Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Pāoa	iw_35													Barrier Islands		Auckland and Northland	ma_3	circle	453,449,50			Gordon Ponga Kingi Davis	sp_18																			https://en.wikipedia.org/wiki/Barrier_Islands			124
zo_114	114	South Auckland	Tāmaki Makaurau ki te Tonga	South Auckland	Tāmaki Makaurau ke ti Tonga					Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Pāoa	iw_35	Waiohua	iw_90											South Auckland		Auckland and Northland	ma_3	poly	364,630,382,620,371,611,332,611,336,632			Rangi Ngangana Motu	sp_90										Māngere									https://en.wikipedia.org/wiki/South_Auckland			155
zo_115	115	Auckland Isthmus (Ancient)		Auckland Isthmus						Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Waiohua	iw_90													Auckland		Auckland and Northland	ma_3	poly	329,609,322,583,383,581,370,613			Rangi Ngangana Motu	sp_90			Naida Pou	sp_77						Tāmaki makau rau	Waitematā							Auckland has a rich vein of historial names that are no longer current, or have been modified over time. Thus it became useful to divide it into "ancient" (to approximately the mid-19th century) and "modern".	https://en.wikipedia.org/wiki/Auckland_Isthmus			195
zo_116	116	Auckland Isthmus (Modern)		Auckland Isthmus						Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Waiohua	iw_90	Ngāti Whātua	iw_62											Auckland		Auckland and Northland	ma_3	poly	329,609,322,583,383,581,370,613			Naida Pou	sp_77			Hone Turei	sp_35		Maehe Nikora	sp_60			Maungakiekie								Auckland has a rich vein of historial names that are no longer current, or have been modified over time. Thus it became useful to divide it into "ancient" (to approximately the mid-19th century) and "modern".	https://en.wikipedia.org/wiki/Auckland_Isthmus			173
zo_117	117	West Auckland	Tāmaki Makaurau ki te Hauāuru	West Auckland	Tāmaki Makaurau ki te Hauāuru					Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Waiohua	iw_90	Ngāti Whātua	iw_62	Kawerau	iw_2									West Auckland		Auckland and Northland	ma_3	poly	329,609,322,583,310,559,278,556,279,582,298,598,302,620			Haki Wihongi	sp_20			Rameka Cope	sp_89															https://en.wikipedia.org/wiki/West_Auckland			126
zo_118	118	North Manukau Head		North Manukau Head						Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Waiohua	iw_90	Ngāti Whātua	iw_62	Kawerau	iw_2					ChIJcSNa-WNnDW0R0MqiQ2HvAAU				North Manukau		Auckland and Northland	ma_3	poly	279,582,298,598,302,620,274,638			Haki Wihongi	sp_20																			https://en.wikipedia.org/wiki/North_Manukau_Head			89
zo_119	119	North Shore		North Shore						Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Pāoa	iw_35	Ngāti Tai	iw_51	Ngāti Whātua	iw_62									North Shore		Auckland and Northland	ma_3	poly	339,582,336,563,331,551,362,554,364,582			Maurice Wilson	sp_71		in Te Puru o Aorere																	https://en.wikipedia.org/wiki/North_Shore			129
zo_120	120	Helensville		Helensville						Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whātua	iw_62	Te Māhurehure	iw_86	Ngāpuhi	iw_8					ChIJi56ihmgQDW0RQMuiQ2HvAAU	ChIJX2ybWJgGDW0RFkzsGLU9ELw			Helensville		Auckland and Northland	ma_3	poly	339,582,336,563,331,551,323,527,322,503,316,488,274,473,252,481,278,556,310,559,322,583			Naida Pou	sp_77			Hemi Konore	sp_23		Rameka Cope	sp_89												https://en.wikipedia.org/wiki/Helensville			147
zo_121	121	Silverdale	Weiti	Silverdale	Weiti					Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whātua	iw_62	Ngāpuhi	iw_8							ChIJtWshBX4kDW0RoAOjQ2HvAAU	ChIJuxCSK70jDW0Rgt8IjuJC_cE			Silverdale		Auckland and Northland	ma_3	poly	331,551,362,554,386,548,352,503,322,503,323,527			Hemi Konore	sp_23			Naida Pou	sp_77															https://en.wikipedia.org/wiki/Silverdale			49
zo_122	122	Warkworth/Wellsford		Warkworth	Puhinui	Wellsford				Auckland	re_16	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whātua	iw_62	Ngāpuhi	iw_8							ChIJCzC-xvTeDG0RMBijQ2HvAAU	ChIJY1SkmK3fDG0Rmxr-d0MEUc8	ChIJF4tbcBPvDG0REBmjQ2HvAAU	ChIJ25u6HMHuDG0R76JwFIA6Jeo	Warkworth		Auckland and Northland	ma_3	poly	322,503,316,488,298,480,273,462,338,423,385,459,359,504			Hemi Konore	sp_23																			https://en.wikipedia.org/wiki/Warkworth			81
zo_123	123	Brynderwyn/Waipū		Brynderwyn			Waipū			Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whātua	iw_62	Ngāpuhi	iw_8							ChIJq-fuaZqSDG0RsL6iQ2HvAAU		ChIJd181mhOXDG0RcBWjQ2HvAAU		Waipu		Auckland and Northland	ma_3	poly	338,423,273,462,265,410,314,378			Hemi Konore	sp_23																			https://en.wikipedia.org/wiki/Brynderwyn			80
zo_124	124	Dargaville	Takuira	Dargaville	Takuira					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whātua	iw_62	Ngāpuhi	iw_8							ChIJP8ZhYqRyDG0RIL-iQ2HvAAU	ChIJ8WKUoZgIDG0RZoAeSOS_tCU			Dargaville		Auckland and Northland	ma_3	poly	265,410,252,367,232,327,218,334,207,332,198,324,174,353,226,487,272,436			Mere Toia	sp_73			Hohepa Toia	sp_34		Sam Toia	sp_102												https://en.wikipedia.org/wiki/Dargaville			237
zo_125	125	Donnellys Crossing		Donnellys Crossing						Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Whātua	iw_62	Ngāpuhi	iw_8							ChIJ18MfB6z-C20R0L6iQ2HvAAU				Donnelly's Crossing		Auckland and Northland	ma_3	poly	174,353,198,324,179,287,136,292			Mere Toia	sp_73			Hohepa Toia	sp_34		Hohepa Toia	sp_34	Rameka Cope	sp_89										https://en.wikipedia.org/wiki/Donnellys_Crossing			75
