1.440000	3.610000	1
5.710000	6.670000	2
8.440000	10.090000	3
11.880000	13.770000	4
15.530000	16.480000	5
18.120000	19.230000	6
21.120000	22.770000	7
24.330000	25.900000	8
27.630000	29.100000	9
30.830000	32.080000	10
33.920000	34.960000	11
36.840000	38.540000	12
40.450000	41.660000	13
43.110000	44.520000	14
45.760000	46.870000	15
49.330000	50.960000	16
53.490000	55.000000	17
56.300000	57.680000	18
60.050000	61.230000	19
63.810000	64.740000	20
67.550000	68.780000	21
70.300000	71.370000	22
73.290000	74.400000	23
76.270000	76.950000	24
79.110000	80.300000	25
81.910000	83.060000	26
84.950000	86.200000	27
87.990000	89.510000	28
91.420000	92.450000	29
94.260000	95.630000	30
97.820000	98.610000	31
101.350000	102.300000	32
103.390000	104.250000	33
