2.080000	3.790000	1
5.710000	6.520000	2
8.450000	9.200000	3
10.690000	11.660000	4
13.140000	13.790000	5
15.350000	16.150000	6
17.320000	18.490000	7
20.060000	20.890000	8
22.420000	23.360000	9
24.290000	25.410000	10
27.100000	28.110000	11
29.600000	30.620000	12
32.260000	33.470000	13
35.360000	36.300000	14
38.090000	39.660000	15
41.220000	42.640000	16
44.120000	44.770000	17
46.490000	47.500000	18
49.390000	50.640000	19
52.050000	53.400000	20
54.880000	55.930000	21
57.800000	59.400000	22
61.380000	62.750000	23
64.520000	65.740000	24
67.690000	68.820000	25
71.020000	71.950000	26
73.310000	74.180000	27
75.300000	75.930000	28
77.520000	78.710000	29
80.980000	81.990000	30
83.970000	85.180000	31
86.770000	87.960000	32
90.460000	92.250000	33
94.210000	95.250000	34
96.150000	97.430000	35
99.660000	100.580000	36
102.430000	103.380000	37
105.440000	106.280000	38
107.360000	108.350000	39
109.820000	111.020000	40
112.450000	113.250000	41
