1.220000	3.530000	1
6.110000	6.920000	2
8.590000	9.290000	3
11.080000	11.870000	4
13.460000	14.500000	5
16.150000	16.820000	6
18.670000	19.500000	7
21.430000	22.380000	8
23.950000	25.040000	9
26.410000	27.320000	10
28.420000	29.390000	11
30.620000	31.530000	12
32.690000	34.120000	13
34.790000	36.040000	14
37.220000	38.080000	15
38.970000	40.390000	16
41.360000	42.100000	17
43.390000	44.450000	18
45.270000	46.410000	19
47.430000	48.740000	20
49.550000	51.420000	21
52.470000	53.220000	22
54.310000	55.350000	23
56.390000	57.390000	24
58.370000	59.210000	25
60.880000	61.630000	26
62.590000	63.530000	27
64.110000	65.730000	28
66.600000	67.400000	29
68.390000	69.400000	30
70.120000	70.870000	31
71.430000	73.100000	32
74.020000	75.320000	33
76.380000	77.330000	34
78.150000	78.890000	35
79.640000	80.620000	36
81.430000	82.270000	37
82.820000	84.110000	38
84.550000	85.920000	39
87.120000	88.120000	40
88.920000	89.760000	41
90.780000	91.570000	42
92.570000	93.760000	43
94.860000	95.610000	44
96.980000	98.050000	45
98.940000	100.250000	46
101.190000	102.270000	47
103.060000	104.600000	48
105.650000	108.670000	49
110.140000	111.650000	50
112.950000	113.880000	51
114.520000	115.380000	52
115.830000	116.640000	53
117.290000	118.330000	54
118.930000	120.170000	55
120.960000	121.760000	56
122.430000	123.630000	57
124.220000	125.200000	58
125.990000	126.860000	59
127.520000	128.420000	60
