1.660000	3.730000	1
5.760000	6.620000	2
7.770000	8.450000	3
9.820000	10.560000	4
11.850000	12.650000	5
13.850000	14.660000	6
16.050000	16.850000	7
18.130000	19.130000	8
20.350000	20.710000	9
22.330000	23.370000	10
24.240000	25.170000	11
25.840000	27.090000	12
28.180000	29.530000	13
30.620000	31.400000	14
32.560000	33.090000	15
34.380000	35.730000	16
36.810000	37.530000	17
38.800000	39.530000	18
40.710000	41.620000	19
42.830000	43.720000	20
45.150000	46.090000	21
47.230000	47.950000	22
49.290000	50.510000	23
52.120000	52.840000	24
54.310000	55.210000	25
56.220000	56.750000	26
58.680000	59.430000	27
60.320000	61.380000	28
62.860000	63.890000	29
65.370000	66.230000	30
67.810000	68.570000	31
69.970000	70.760000	32
72.200000	72.910000	33
74.470000	75.310000	34
76.300000	79.050000	35
81.100000	82.460000	36
83.900000	85.400000	37
86.770000	88.600000	38
89.990000	91.620000	39
92.990000	93.830000	40
94.530000	95.600000	41
96.850000	97.740000	42
99.370000	100.210000	43
101.880000	102.560000	44
104.190000	105.140000	45
106.600000	107.430000	46
109.080000	109.940000	47
111.240000	112.110000	48
