1.050000	3.160000	1
5.480000	6.470000	2
7.010000	7.790000	3
8.610000	9.480000	4
10.960000	11.690000	5
12.960000	13.820000	6
14.980000	15.830000	7
16.690000	17.620000	8
18.850000	20.290000	9
20.820000	22.010000	10
22.670000	23.700000	11
24.210000	25.230000	12
26.550000	27.690000	13
28.880000	30.000000	14
30.820000	31.950000	15
33.680000	34.530000	16
36.100000	37.090000	17
38.400000	39.440000	18
40.860000	41.690000	19
42.800000	43.980000	20
45.830000	46.770000	21
47.810000	48.860000	22
50.390000	51.330000	23
52.640000	53.440000	24
55.550000	56.400000	25
58.070000	58.890000	26
60.290000	61.340000	27
62.800000	63.900000	28
65.890000	66.900000	29
69.120000	69.880000	30
71.750000	72.500000	31
74.320000	75.300000	32
77.060000	78.000000	33
79.700000	80.450000	34
81.640000	82.870000	35
84.340000	85.170000	36
86.620000	87.980000	37
90.030000	91.400000	38
93.120000	93.960000	39
95.330000	96.840000	40
98.150000	99.440000	41
100.760000	101.740000	42
102.150000	103.350000	43
103.830000	104.850000	44
106.280000	107.070000	45
