1.540000	3.740000	1
5.820000	7.040000	2
8.980000	9.800000	3
11.300000	12.800000	4
13.990000	15.320000	5
16.860000	18.010000	6
19.440000	20.390000	7
22.190000	22.920000	8
24.740000	26.010000	9
27.700000	28.760000	10
30.320000	31.350000	11
33.020000	34.140000	12
35.730000	36.870000	13
38.730000	39.680000	14
41.290000	42.500000	15
44.090000	44.990000	16
46.870000	47.660000	17
49.540000	51.110000	18
52.480000	53.180000	19
55.470000	57.470000	20
59.240000	61.620000	21
63.140000	64.850000	22
66.460000	68.430000	23
69.750000	72.200000	24
73.370000	74.220000	25
75.490000	77.690000	26
78.850000	80.900000	27
82.190000	84.280000	28
86.840000	87.700000	29
89.450000	90.150000	30
91.910000	93.200000	31
94.610000	96.220000	32
97.480000	99.100000	33
100.670000	101.720000	34
103.280000	104.660000	35
106.120000	107.590000	36
109.230000	109.970000	37
111.620000	112.700000	38
114.500000	115.430000	39
117.170000	118.050000	40
