1.120000	4.010000	1
5.950000	6.680000	2
8.310000	9.070000	3
10.790000	11.590000	4
13.640000	15.040000	5
17.460000	18.520000	6
20.540000	21.300000	7
22.890000	23.940000	8
25.890000	26.740000	9
28.610000	29.800000	10
31.120000	31.730000	11
32.870000	33.620000	12
34.980000	36.130000	13
37.770000	38.660000	14
39.840000	40.650000	15
41.820000	42.380000	16
43.910000	44.530000	17
45.500000	46.670000	18
48.320000	49.200000	19
51.030000	51.830000	20
53.460000	54.570000	21
56.300000	57.140000	22
59.110000	60.060000	23
62.250000	63.010000	24
64.230000	65.200000	25
66.930000	67.730000	26
69.470000	70.440000	27
72.410000	73.280000	28
75.530000	76.870000	29
79.090000	80.030000	30
82.000000	83.080000	31
85.190000	86.230000	32
87.670000	89.010000	33
90.470000	91.160000	34
93.180000	94.300000	35
96.080000	97.200000	36
98.360000	99.350000	37
101.260000	102.320000	38
103.700000	105.080000	39
106.470000	107.320000	40
109.120000	109.860000	41
111.860000	113.730000	42
116.310000	117.830000	43
119.040000	119.880000	44
122.270000	123.280000	45
125.040000	125.970000	46
128.200000	130.080000	47
131.420000	132.250000	48
133.460000	134.320000	49
135.270000	136.210000	50
137.580000	138.640000	51
139.940000	140.820000	52
142.540000	143.910000	53
145.450000	146.730000	54
148.490000	149.540000	55
151.560000	152.280000	56
153.430000	154.250000	57
156.430000	157.400000	58
159.150000	160.230000	59
162.280000	163.290000	60
165.490000	166.460000	61
168.110000	169.190000	62
170.530000	171.030000	63
172.490000	173.420000	64
174.960000	176.200000	65
177.800000	178.660000	66
180.370000	181.650000	67
183.180000	184.050000	68
184.950000	185.910000	69
187.090000	187.920000	70
189.860000	190.910000	71
192.710000	193.500000	72
195.550000	196.640000	73
197.940000	198.930000	74
200.400000	201.540000	75
203.010000	204.570000	76
205.950000	207.070000	77
209.530000	210.440000	78
211.800000	212.970000	79
214.810000	215.330000	80
217.800000	219.050000	81
220.210000	221.430000	82
222.700000	223.850000	83
225.300000	226.420000	84
229.180000	230.190000	85
231.480000	232.850000	86
233.930000	234.780000	87
236.280000	237.130000	88
239.070000	240.320000	89
242.130000	242.990000	90
244.550000	245.470000	91
246.600000	247.630000	92
248.940000	249.490000	93
250.880000	252.000000	94
253.710000	254.850000	95
256.250000	256.930000	96
259.150000	260.000000	97
261.680000	262.490000	98
263.980000	264.900000	99
266.810000	268.040000	100
270.390000	271.830000	101
273.220000	274.280000	102
275.950000	276.570000	103
278.070000	278.780000	104
281.310000	281.820000	105
283.310000	284.440000	106
286.630000	287.400000	107
