1.980000	3.780000	1
6.100000	7.040000	2
8.210000	9.630000	3
11.120000	11.960000	4
13.520000	14.720000	5
15.820000	16.820000	6
17.730000	18.670000	7
20.060000	20.940000	8
21.960000	23.430000	9
24.250000	25.050000	10
26.140000	27.350000	11
28.540000	29.120000	12
29.840000	30.940000	13
31.740000	32.660000	14
33.890000	35.540000	15
36.720000	38.480000	16
39.740000	41.430000	17
42.670000	44.530000	18
46.210000	47.920000	19
49.360000	51.560000	20
52.350000	53.470000	21
54.810000	55.750000	22
57.000000	58.050000	23
59.060000	60.210000	24
61.670000	62.610000	25
