0.450000	2.600000	1
4.860000	6.000000	2
6.580000	7.460000	3
8.260000	10.650000	4
11.730000	12.600000	5
14.060000	14.780000	6
15.280000	16.170000	7
17.090000	18.460000	8
19.020000	20.340000	9
21.260000	21.840000	10
22.840000	24.290000	11
24.860000	25.620000	12
26.490000	27.290000	13
27.800000	28.550000	14
29.370000	30.080000	15
30.520000	31.510000	16
32.480000	34.870000	17
35.950000	36.790000	18
37.600000	38.280000	19
39.160000	40.130000	20
40.820000	41.550000	21
42.510000	44.880000	22
45.360000	46.410000	23
47.160000	48.420000	24
49.210000	50.010000	25
51.000000	51.760000	26
52.380000	57.660000	27
59.080000	59.850000	28
60.360000	61.370000	29
62.190000	62.950000	30
63.720000	64.520000	31
65.030000	65.900000	32
67.000000	67.800000	33
68.560000	69.460000	34
69.910000	70.910000	35
71.450000	72.340000	36
72.920000	73.740000	37
74.220000	75.040000	38
