1.050000	3.600000	1
5.760000	6.500000	2
7.780000	8.410000	3
9.290000	9.990000	4
11.230000	11.700000	5
12.680000	13.680000	6
15.000000	15.950000	7
16.950000	17.670000	8
18.380000	19.360000	9
19.920000	20.710000	10
21.850000	22.670000	11
24.050000	24.890000	12
26.430000	27.190000	13
28.150000	28.830000	14
30.150000	30.900000	15
31.350000	32.050000	16
34.030000	34.860000	17
35.980000	36.650000	18
37.540000	38.180000	19
38.910000	39.540000	20
40.140000	40.850000	21
41.560000	42.130000	22
42.900000	43.580000	23
44.300000	45.330000	24
46.190000	46.900000	25
47.360000	48.210000	26
48.830000	49.380000	27
50.050000	51.050000	28
51.590000	52.200000	29
54.330000	55.330000	30
55.920000	57.960000	31
58.600000	59.290000	32
59.740000	60.500000	33
60.970000	62.910000	34
63.360000	66.740000	35
67.350000	68.920000	36
71.240000	72.090000	37
73.430000	74.930000	38
76.200000	77.910000	39
78.600000	79.380000	40
79.850000	81.740000	41
82.450000	83.280000	42
83.890000	84.320000	43
