1.490000	3.540000	1
5.440000	6.660000	2
7.920000	9.030000	3
10.620000	11.510000	4
12.980000	13.970000	5
15.120000	15.960000	6
17.590000	18.230000	7
20.460000	21.200000	8
22.690000	24.260000	9
25.560000	26.290000	10
28.310000	29.060000	11
30.830000	31.900000	12
33.700000	34.460000	13
36.680000	37.480000	14
39.300000	40.300000	15
41.950000	42.740000	16
44.090000	45.070000	17
46.170000	47.100000	18
48.700000	49.750000	19
50.880000	51.800000	20
53.400000	54.370000	21
56.270000	57.100000	22
59.290000	60.150000	23
62.210000	64.230000	24
66.100000	67.020000	25
68.810000	69.890000	26
71.680000	72.620000	27
74.320000	75.760000	28
77.670000	78.770000	29
80.490000	81.600000	30
83.160000	84.080000	31
85.440000	86.140000	32
87.640000	88.500000	33
90.040000	90.810000	34
92.620000	93.450000	35
95.020000	95.910000	36
97.870000	98.690000	37
100.140000	100.890000	38
102.640000	103.950000	39
105.510000	106.500000	40
107.860000	109.100000	41
110.160000	112.250000	42
113.380000	114.170000	43
116.410000	117.300000	44
118.910000	119.990000	45
121.770000	123.880000	46
125.830000	126.920000	47
128.570000	129.530000	48
131.440000	132.460000	49
134.190000	135.210000	50
136.780000	137.580000	51
139.410000	140.210000	52
141.800000	142.770000	53
