1.990000	4.070000	1
5.770000	6.750000	2
7.730000	8.890000	3
10.040000	11.120000	4
12.470000	13.420000	5
14.770000	15.600000	6
16.860000	17.970000	7
19.160000	20.320000	8
21.670000	22.730000	9
24.160000	25.390000	10
26.950000	27.790000	11
29.190000	29.960000	12
31.260000	32.380000	13
33.650000	35.330000	14
36.760000	37.790000	15
39.130000	40.310000	16
41.630000	42.270000	17
43.670000	44.570000	18
45.910000	46.850000	19
48.340000	49.430000	20
50.770000	51.930000	21
53.300000	54.170000	22
55.900000	57.040000	23
58.300000	59.780000	24
61.350000	63.080000	25
65.040000	65.560000	26
67.110000	68.250000	27
69.610000	70.100000	28
71.650000	72.660000	29
74.200000	75.060000	30
76.440000	78.180000	31
79.510000	80.900000	32
82.340000	83.490000	33
84.760000	85.590000	34
86.880000	87.950000	35
89.000000	90.170000	36
91.280000	92.390000	37
93.560000	94.540000	38
95.660000	96.480000	39
