ID	Zone	Number	Name	TeReo	Feature	FeatureID	FeaturePlural	Wikipedia
gr_95-1	95	1		Maketū Pā	Marae	fe_156		
gr_95-10	95	10	Te Mānia Sleeping House		Marae	fe_156		
gr_95-2	95	2		Ōkapu Marae	Marae	fe_156		
gr_95-3	95	3		Taharoa Marae	Marae	fe_156		
gr_95-4	95	4		Mōkai-kāinga Marae	Marae	fe_156		
gr_95-5	95	5		Hīona Marae	Marae	fe_156		
gr_95-6	95	6		Te Koraha Marae	Marae	fe_156		
gr_95-7	95	7		Waipapa Marae	Marae	fe_156		
gr_95-8	95	8		Rākaunui Marae	Marae	fe_156		
gr_95-9	95	9		Te Rauāmoa Marae	Marae	fe_156		
gr_96-1	96	1		Waingaro Marae	Marae	fe_156		
gr_96-2	96	2		Poihākena Marae	Marae	fe_156		
gr_96-3	96	3		Miria te Kakara Marae	Marae	fe_156		
gr_96-4	96	4		Oneparepare Marae	Marae	fe_156		
gr_96-5	96	5		Te Kaharoa Marae	Marae	fe_156		
gr_96-6	96	6		Te Tihi ō Moerangi marae	Marae	fe_156		
gr_97-1	97	1		Pou-ā-Kani Marae	Marae	fe_156		
gr_98-1	98	1	Ngā Waka Hall		Marae	fe_156		
gr_98-2	98	2		Papa o te Aroha Marae	Marae	fe_156		
gr_98-3	98	3		Ōngāroto Marae	Marae	fe_156		
gr_98-4	98	4	Pakake-Taiari meeting house		Marae	fe_156		
gr_98-6	98	6		Te Whānau Ānoa Marae	Marae	fe_156		
gr_99-1	99	1		Te Ruapeka Marae	Marae	fe_156		
gr_99-10	99	10		Pāparāmu Marae	Marae	fe_156		
gr_99-11	99	11		Te Ōmeka Marae	Marae	fe_156		
gr_99-12	99	12		Ōkauia Pā	Marae	fe_156		
gr_99-2	99	2		Whakaaratamaiti Marae	Marae	fe_156		
gr_99-3	99	3		Mangakāretu Marae	Marae	fe_156		
gr_99-4	99	4		Pikitū Marae	Marae	fe_156		
gr_99-5	99	5		Mātiti Marae	Marae	fe_156		
gr_99-7	99	7		Kuranui Marae	Marae	fe_156		
gr_99-8	99	8		Ngātira Haere Marae	Marae	fe_156		
gr_99-9	99	9		Te Ūkaipō Marae	Marae	fe_156		
gr_100-1	100	1		Rukumoana Pā	Marae	fe_156		
gr_100-2	100	2		Kaia te Mata Marae	Marae	fe_156		
gr_100-3	100	3		Raungaiti Marae	Marae	fe_156		
gr_100-4	100	4		Hukunui Marae	Marae	fe_156		
gr_100-5	100	5		Tauwhare Marae	Marae	fe_156		
gr_101-1	101	1		Maungatautari Marae	Marae	fe_156		
gr_101-2	101	2	Rangiatea meeting house		Marae	fe_156		
gr_101-3	101	3		Ōtautahanga Marae	Marae	fe_156		
gr_101-4	101	4		Aotearoa Pā	Marae	fe_156		
gr_101-5	101	5		Rāwhti Roa Marae	Marae	fe_156		
gr_102-1	102	1	Ōtāwhao meeting house		Marae	fe_156		
gr_102-2	102	2		Pūrekireki Marae	Marae	fe_156		
gr_102-3	102	3		Te Haona Kaha Marae	Marae	fe_156		
gr_103-1	103	1		Kirikiriroa Marae	Marae	fe_156		
gr_103-2	103	2		Hui te Rangiora Marae	Marae	fe_156		
gr_103-3	103	3		Miropiko	Marae	fe_156		
gr_103-5	103	5		Ngāti Hamutana Marae	Marae	fe_156		
gr_104-1	104	1		Tūrangawaewae Marae	Marae	fe_156		
gr_104-2	104	2		Ngāruawāhia	Town	fe_282		
gr_104-3	104	3		Taupiri	Town	fe_282		
gr_104-4	104	4		Waikeri Pā	Marae	fe_156		
gr_105-1	105	1		Waahi Marae	Marae	fe_156		
gr_105-2	105	2		Te Kauri Marae	Marae	fe_156		
gr_105-3	105	3		Te Ōhākī Marae	Marae	fe_156		
gr_105-4	105	4		Kaitumutumu Marae	Marae	fe_156		
gr_106-1	106	1		Taniwha Marae	Marae	fe_156		
gr_106-2	106	2		Rangiriri	Marae	fe_156		
gr_106-3	106	3		Horahora Marae	Marae	fe_156		
gr_106-4	106	4		Waikare Marae	Marae	fe_156		
gr_106-5	106	5		Te Pou o Mangatāwhiri Marae	Marae	fe_156		
gr_107-1	107	1		Te Kotahitanga Marae	Marae	fe_156		
gr_107-2	107	2		Ōraeroa Marae	Marae	fe_156		
gr_107-3	107	3		Tauranganui Marae	Marae	fe_156		
gr_107-4	107	4		Ngā Tai E Rua Marae	Marae	fe_156		
gr_107-5	107	5	Te Ōhākīāte Puea Sleeping House		Marae	fe_156		
gr_107-6	107	6	Ngā Hau E Wha Hall		Marae	fe_156		
gr_108-1	108	1	Te Uwira meeting house		Marae	fe_156		
gr_108-2	108	2		Rere-te-Whioi Marae	Marae	fe_156		
gr_108-3	108	3		Whātāpaka Marae	Marae	fe_156		
gr_108-4	108	4		Waiau Pā	Marae	fe_156		
gr_109-1	109	1		Ngāti Papakura Marae	Marae	fe_156		
gr_110-1	110	1		Umupuia Marae	Marae	fe_156		
gr_111-1	111	1		Piritahi Marae	Marae	fe_156		
gr_113-1	113	1		Mōtaerehe Marae	Marae	fe_156		
gr_113-2	113	2		Kāwā Marae	Marae	fe_156		
gr_114-1	114	1		Māngere Marae	Marae	fe_156		
gr_114-2	114	2		Te Ihuamataoho Marae	Marae	fe_156		
gr_114-3	114	3		Mātaatua Marae	Marae	fe_156		
gr_114-4	114	4		Ōtara Marae	Marae	fe_156		
gr_114-5	114	5		Ngā Hau E Whā Marae	Marae	fe_156		
gr_114-6	114	6	Matuku Tūrēia Dining Hall		Marae	fe_156		
gr_114-7	114	7	Parehuia meeting house		Marae	fe_156		
gr_114-8	114	8	Aorere College		Marae	fe_156		
gr_116-1	116	1		Ōrākei Marae	Marae	fe_156		
gr_116-10	116	10		Ruapōtaka Marae	Marae	fe_156		
gr_116-11	116	11	Waiatarau Community Centre		Community Centre	fe_58		
gr_116-12	116	12	Kahurangi Ki Maungawhau meeting house		Marae	fe_156		
gr_116-13	116	13		Kuru Takawaenga Marae	Marae	fe_156		
gr_116-14	116	14		Waipapa Marae	Marae	fe_156		
gr_116-15	116	15		Kōkiri Ki Maungarei Marae	Marae	fe_156		
gr_116-16	116	16		Whare Hui	Marae	fe_156		
gr_116-2	116	2		Te Tira Hōu Marae	Marae	fe_156		
gr_116-3	116	3	St Sep's		Marae	fe_156		
gr_116-4	116	4	Hotunui meeting house		Marae	fe_156		
gr_116-5	116	5		Te Unga Waka Marae	Marae	fe_156		
gr_116-6	116	6		Te Akootetūī Marae	Marae	fe_156		
gr_116-7	116	7	Tūtahi Tonu meeting house		Marae	fe_156		
gr_116-8	116	8		Māhurehure Marae	Marae	fe_156		
gr_117-1	117	1		Hoani Waititi Marae	Marae	fe_156		
gr_117-2	117	2		Kākāriki Marae	Marae	fe_156		
gr_117-3	117	3		Ōpānuku Marae	Marae	fe_156		
gr_117-4	117	4	Te Kōtuku meeting house		Marae	fe_156		
gr_119-1	119	1	Te Kāmaka meeting house		Marae	fe_156		
gr_120-1	120	1		Haranui Marae	Marae	fe_156		
gr_120-2	120	2		Kākānui Marae	Marae	fe_156		
gr_120-3	120	3	Whiti-te-Rā meeting house		Marae	fe_156		
gr_120-4	120	4		Puatahi Marae	Marae	fe_156		
gr_122-1	122	1		Rangituanui Marae	Marae	fe_156		
gr_123-1	123	1		Kākāraea Marae	Marae	fe_156		
gr_123-2	123	2		Te Pounga Marae	Marae	fe_156		
gr_124-1	124	1		Taitā Marae	Marae	fe_156		
gr_124-10	124	10	Pihirau meeting house		Marae	fe_156		
gr_124-2	124	2		Rīpia Marae	Marae	fe_156		
gr_124-3	124	3		Ōtūrei Marae	Marae	fe_156		
gr_124-4	124	4		Te Houhanga Marae	Marae	fe_156		
gr_124-5	124	5		Aoroa	Locality	fe_154		
gr_124-6	124	6		Pouto Marae	Marae	fe_156		
gr_124-7	124	7		Waihauā Marae	Marae	fe_156		
gr_124-8	124	8		Tinopai Marae	Marae	fe_156		
gr_124-9	124	9		Toetoe Marae	Marae	fe_156		
gr_125-1	125	1		Kaihū Marae	Marae	fe_156		
gr_125-2	125	2		Waikaraka Marae	Marae	fe_156		
gr_125-3	125	3		Waikarā Marae	Marae	fe_156		
gr_125-4	125	4		Pāhinui Marae	Marae	fe_156		
gr_125-5	125	5		Matatina Marae	Marae	fe_156		
gr_125-6	125	6		Ahikiwi Marae	Marae	fe_156		
gr_125-7	125	7	Ngāti Toro meeting house		Marae	fe_156		
gr_126-1	126	1		Tauteihiihi Marae	Marae	fe_156		
gr_126-10	126	10		Tāhekeroa Marae	Marae	fe_156		
gr_126-11	126	11		Puhi Moana Ariki Marae	Marae	fe_156		
gr_126-12	126	12		Moehau Marae	Marae	fe_156		
gr_126-13	126	13		Motukiore Marae	Marae	fe_156		
gr_126-14	126	14		Mātaitauā Marae	Marae	fe_156		
gr_126-2	126	2		Maraeroa Marae	Marae	fe_156		
gr_126-3	126	3		Te Kotahitanga Marae	Marae	fe_156		
gr_126-4	126	4	Te Herenga o te Aroha meeting house		Marae	fe_156		
gr_126-5	126	5		Waiwhatawhata Marae	Marae	fe_156		
gr_126-6	126	6		Paremata Marae	Marae	fe_156		
gr_126-7	126	7	Te Whakamaharatanga meeting house		Marae	fe_156		
gr_126-8	126	8	Te Piitī meeting house		Marae	fe_156		
gr_126-9	126	9		Mōria Marae	Marae	fe_156		
gr_127-1	127	1		Te Iringa Marae	Marae	fe_156		
gr_127-12	127	12	Ngati Toro meeting house		Marae	fe_156		
gr_127-13	127	13		Pātearoha Marae	Marae	fe_156		
gr_127-2	127	2		Ngāti Koro Marae	Marae	fe_156		
gr_127-3	127	3		Te Kotahitanga Marae	Marae	fe_156		
gr_127-4	127	4	Te Aroha meeting house		Marae	fe_156		
gr_127-5	127	5		Te Hūruhi Marae	Marae	fe_156		
gr_127-6	127	6		Pukerātā Marae	Marae	fe_156		
gr_127-7	127	7		Te Riingi Marae	Marae	fe_156		
gr_127-8	127	8	Nukutawhiti meeting house		Marae	fe_156		
gr_128-1	128	1		Whāngārei Terenga Parāoa Marae	Marae	fe_156		
gr_128-10	128	10		Takahiwai Marae	Marae	fe_156		
gr_128-11	128	11		Pā te Aroha Marae	Marae	fe_156		
gr_128-12	128	12		Tītoki	Locality	fe_154		
gr_128-2	128	2		Onerahi Marae	Marae	fe_156		
gr_128-3	128	3		Pēhiāweri Marae	Marae	fe_156		
gr_128-4	128	4		Te Maungaārongo Marae	Marae	fe_156		
gr_128-5	128	5		Korokota Marae	Marae	fe_156		
gr_128-6	128	6	Te Paea Soldiers' Memorial		Marae	fe_156		
gr_128-7	128	7		Te Horo Marae	Marae	fe_156		
gr_128-8	128	8	Paratene te Manu meeting house		Marae	fe_156		
gr_128-9	128	9		Whakapoumahara Marae	Marae	fe_156		
gr_130-1	130	1		Kaikou Marae	Marae	fe_156		
gr_130-2	130	2		Mōtatau Marae	Marae	fe_156		
gr_130-3	130	3		Akerama Marae	Marae	fe_156		
gr_130-4	130	4	Matawaia meeting house		Marae	fe_156		
gr_130-5	130	5		Whakapara Marae	Marae	fe_156		
gr_131-1	131	1		Tou Rangatira	Marae	fe_156		
gr_131-10	131	10		Tauwhara Marae	Marae	fe_156		
gr_131-11	131	11		Te Kāretu Marae	Marae	fe_156		
gr_131-12	131	12		Ngātiwai Marae	Marae	fe_156		
gr_131-13	131	13	Orautu Hall		Marae	fe_156		
gr_131-14	131	14	Te Tūriki meeting house		Marae	fe_156		
gr_131-15	131	15	Pare meeting house		Marae	fe_156		
gr_131-16	131	16		Maurea Pā	Marae	fe_156		
gr_131-17	131	17	Whitiora meeting house		Marae	fe_156		
gr_131-2	131	2		Waiōmio Marae	Marae	fe_156		
gr_131-3	131	3		Porowini Marae	Marae	fe_156		
gr_131-4	131	4	Punaruku meeting house		Marae	fe_156		
gr_131-5	131	5		Te Rāwhiti Marae	Marae	fe_156		
gr_131-6	131	6		Oromāhoe Marae	Marae	fe_156		
gr_131-7	131	7		Mihi Wira Marae	Marae	fe_156		
gr_131-8	131	8	Ngāti Rāhiri meeting house		Marae	fe_156		
gr_131-9	131	9	Parawhenua meeting house		Marae	fe_156		
gr_132-1	132	1	Te Aroha meeting house		Marae	fe_156		
gr_132-10	132	10		Waimahana	Locality	fe_154		
gr_132-11	132	11		Mangaiti Marae	Marae	fe_156		
gr_132-2	132	2		Kēnana	Marae	fe_156		
gr_132-3	132	3	Ngāipuhi meeting house		Marae	fe_156		
gr_132-4	132	4		Te Patunga Marae	Marae	fe_156		
gr_132-5	132	5		Takahī Marae	Marae	fe_156		
gr_132-6	132	6		Matangirau Marae	Marae	fe_156		
gr_132-7	132	7		Te Kiripaka Marae	Marae	fe_156		
gr_132-8	132	8		Te Wainui Marae	Marae	fe_156		
gr_133-1	133	1		Mangaamuka Marae	Marae	fe_156		
gr_133-2	133	2		Motukaraka Marae	Marae	fe_156		
gr_133-3	133	3		Ngātimanawa Marae	Marae	fe_156		
gr_133-4	133	4		Pā te Oro Marae	Marae	fe_156		
gr_133-5	133	5		Waihou Marae	Marae	fe_156		
gr_133-6	133	6		Motutī Marae	Marae	fe_156		
gr_133-7	133	7		Mātihetihe Marae	Marae	fe_156		
gr_133-8	133	8		Waiparera Marae	Marae	fe_156		
gr_133-9	133	9		Rāhiri Marae	Marae	fe_156		
gr_134-1	134	1		Manukau Marae	Marae	fe_156		
gr_134-2	134	2		Whāngāpē Marae	Marae	fe_156		
gr_134-3	134	3		Taiao Marae	Marae	fe_156		
gr_135-1	135	1		Rōma Marae	Marae	fe_156		
gr_135-2	135	2		Te Kauhanga Marae	Marae	fe_156		
gr_135-3	135	3		Te Paatū Marae	Marae	fe_156		
gr_135-5	135	5		Te Rarawa Marae	Marae	fe_156		
gr_135-6	135	6		Waimanoni Marae	Marae	fe_156		
gr_135-7	135	7		Oturu Marae	Marae	fe_156		
gr_135-8	135	8		Wainui Marae	Marae	fe_156		
gr_136-1	136	1		Whatuwhiwhi Marae	Marae	fe_156		
gr_136-2	136	2		Parapara Marae	Marae	fe_156		
gr_137-1	137	1		Te Hiku o te Ika Marae	Marae	fe_156		
gr_137-2	137	2	Waimirirangi meeting house		Marae	fe_156		
gr_137-3	137	3		Paparore Marae	Marae	fe_156		
gr_137-4	137	4		Karepōnia Marae	Marae	fe_156		
gr_137-5	137	5		Waimanoni Marae	Marae	fe_156		
gr_139-2	139	2		Hurinui Orangi Marae	Marae	fe_156		
gr_139-5	139	5	Tama Nui o te Ao Kātoa Hall		Marae	fe_156		
gr_140-1	140	1	Farewell Spit		Marae	fe_156		
gr_141-1	141	1		Te Āwhina Marae	Marae	fe_156		
gr_143-1	143	1		Whakatū Marae	Marae	fe_156		
gr_144-2	144	2		Te Hora Marae	Marae	fe_156		
gr_145-1	145	1		Waikawa Marae	Marae	fe_156		
gr_146-1	146	1		Ōmaka Marae	Marae	fe_156		
gr_146-2	146	2		Wairau Pā	Marae	fe_156		
gr_147-1	147	1		Whakatakahanga Marae	Marae	fe_156		
gr_147-2	147	2		Mangamaunu Marae	Marae	fe_156		
gr_149-1	149	1		Kaiapōhia Pā	Marae	fe_156		
gr_149-2	149	2		Tuahiwi	Locality	fe_154		
gr_150-1	150	1		Rehua Marae	Marae	fe_156		
gr_150-2	150	2		Ngā Hau E Whā Marae	Marae	fe_156		
gr_150-3	150	3		Te Rau Oriwa Marae	Marae	fe_156		
gr_150-4	150	4	Te Rongo Pai meeting house		Marae	fe_156		
gr_151-1	151	1	Te Wheke meeting house		Marae	fe_156		
gr_152-1	152	1		Ōnuku Marae	Marae	fe_156		
gr_152-2	152	2		Mako Marae	Marae	fe_156		
gr_153-1	153	1		Taumutu Marae	Marae	fe_156		
gr_154-1	154	1		Arowhenua Pā	Marae	fe_156		
gr_154-2	154	2		Hakatere Marae	Marae	fe_156		
gr_156-1	156	1		Waihao Marae	Marae	fe_156		
gr_158-1	158	1	Uenuku meeting house		Marae	fe_156		
gr_160-1	160	1		Ōtākou Marae	Marae	fe_156		
gr_160-2	160	2		Ārai te Uru Marae	Marae	fe_156		
gr_160-3	160	3		Puketeraki Marae	Marae	fe_156		
gr_160-4	160	4	Mataatua meeting house		Marae	fe_156		
gr_165-1	165	1		Ōteikarama Marae	Marae	fe_156		
gr_165-2	165	2		Te Hono Ki Ngāi Tāhu Marae	Marae	fe_156		
gr_166-1	166	1		Murihiku Marae	Marae	fe_156		
gr_166-2	166	2		Te Rau Aroha Marae	Marae	fe_156		
gr_173-1	173	1		Tapuwae Marae	Marae	fe_156		
