1.170000	2.740000	1	001
2.210000	3.910000	1	005
1.550000	3.500000	1	003
1.600000	3.590000	1	002
1.430000	2.910000	1	007
1.720000	3.390000	1	006
1.340000	3.220000	1	004
2.010000	2.650000	1	008
1.880000	3.450000	1	010
2.210000	3.660000	1	011
1.620000	3.340000	1	009
2.080000	3.790000	1	013
3.210000	5.530000	1	012
2.510000	5.160000	1	014
2.170000	4.970000	1	016
2.050000	4.120000	1	018
2.590000	4.470000	1	015
1.990000	4.070000	1	019
1.200000	2.950000	1	020
1.140000	3.100000	1	022
1.570000	3.310000	1	021
1.740000	4.880000	1	017
1.240000	3.410000	1	024
1.410000	3.260000	1	025
1.330000	3.150000	1	023
1.330000	3.190000	1	027
1.090000	3.840000	1	026
0.840000	2.450000	1	030
0.990000	3.070000	1	028
1.450000	3.490000	1	031
1.960000	4.460000	1	033
1.600000	4.270000	1	034
1.740000	3.630000	1	032
1.360000	3.320000	1	036
1.190000	2.990000	1	029
1.420000	3.290000	1	038
1.600000	3.500000	1	035
1.740000	3.540000	1	041
1.870000	3.850000	1	039
1.680000	3.250000	1	040
1.670000	3.390000	1	043
1.980000	3.780000	1	046
1.760000	3.720000	1	042
1.660000	3.730000	1	044
1.420000	4.250000	1	047
1.770000	4.040000	1	037
1.710000	3.870000	1	049
1.760000	3.510000	1	045
1.400000	3.130000	1	048
1.230000	2.950000	1	050
2.040000	3.730000	1	052
1.370000	3.200000	1	053
1.700000	4.220000	1	051
1.500000	3.300000	1	055
1.230000	3.310000	1	056
1.430000	3.840000	1	059
1.640000	3.550000	1	054
1.220000	2.790000	1	060
1.540000	3.740000	1	057
0.200000	2.170000	1	061
1.390000	3.660000	1	062
1.150000	4.530000	1	063
1.640000	3.360000	1	058
1.170000	3.090000	1	067
0.450000	2.600000	1	066
1.410000	3.490000	1	065
1.100000	2.990000	1	069
1.100000	2.910000	1	070
0.980000	3.090000	1	068
1.290000	4.040000	1	064
1.300000	3.170000	1	072
1.550000	3.500000	1	073
1.420000	3.240000	1	074
1.200000	3.130000	1	075
1.460000	3.650000	1	071
1.440000	3.770000	1	078
1.320000	3.260000	1	076
0.470000	2.520000	1	080
0.130000	2.310000	1	077
0.340000	2.530000	1	079
1.540000	2.530000	1	082
1.180000	3.570000	1	083
0.680000	2.810000	1	081
1.290000	3.580000	1	087
1.660000	3.640000	1	086
1.160000	2.970000	1	088
0.270000	2.280000	1	084
1.610000	3.430000	1	089
1.440000	3.610000	1	091
1.150000	3.230000	1	085
1.050000	2.530000	1	090
1.370000	4.250000	1	095
1.080000	4.600000	1	096
1.150000	2.850000	1	092
1.470000	3.430000	1	098
1.540000	3.610000	1	097
1.310000	3.070000	1	100
1.490000	3.460000	1	099
1.350000	3.360000	1	103
1.880000	4.200000	1	101
1.060000	3.030000	1	093
1.400000	3.900000	1	104
1.160000	3.220000	1	094
1.410000	3.520000	1	106
1.330000	3.420000	1	102
1.350000	3.870000	1	108
1.320000	3.680000	1	107
0.890000	2.680000	1	105
1.010000	3.390000	1	109
1.060000	3.690000	1	112
0.780000	3.060000	1	111
1.180000	3.720000	1	114
1.330000	3.650000	1	117
0.740000	3.150000	1	110
1.280000	4.550000	1	115
1.050000	3.600000	1	118
1.170000	4.190000	1	116
1.140000	3.380000	1	119
1.490000	3.540000	1	120
1.320000	3.630000	1	121
1.330000	4.030000	1	113
1.230000	3.360000	1	123
1.060000	3.260000	1	124
1.190000	3.880000	1	122
1.130000	3.730000	1	125
1.220000	3.530000	1	126
1.140000	4.930000	1	129
1.050000	3.160000	1	127
1.440000	3.270000	1	130
1.300000	3.480000	1	128
1.330000	3.580000	1	132
1.110000	3.520000	1	133
1.230000	3.480000	1	131
1.120000	3.200000	1	134
1.430000	3.680000	1	137
1.320000	3.950000	1	136
1.560000	3.810000	1	135
1.480000	3.680000	1	139
0.800000	3.370000	1	141
1.100000	3.710000	1	140
0.600000	3.270000	1	143
1.510000	3.980000	1	138
0.970000	3.730000	1	142
0.350000	4.120000	1	147
1.050000	3.600000	1	146
1.000000	6.460000	1	145
0.550000	5.790000	1	144
0.510000	3.410000	1	149
1.050000	3.770000	1	148
0.460000	2.830000	1	150
1.070000	2.690000	1	151
0.570000	3.110000	1	152
0.690000	4.370000	1	154
1.140000	3.790000	1	153
0.040000	2.590000	1	156
1.120000	3.720000	1	155
0.870000	3.830000	1	157
0.590000	2.720000	1	158
0.940000	3.500000	1	159
0.510000	2.730000	1	160
0.690000	3.570000	1	161
0.820000	5.770000	1	162
0.880000	4.620000	1	164
0.970000	3.650000	1	163
0.500000	1.190000	1	165
0.820000	3.970000	1	167
0.560000	4.730000	1	166
1.010000	3.450000	1	168
0.690000	3.870000	1	171
0.840000	3.790000	1	169
0.700000	3.700000	1	170
1.120000	4.010000	1	173
0.390000	1.400000	1	172
0.940000	5.840000	1	176
0.700000	3.650000	1	175
0.360000	2.010000	1	177
0.880000	3.360000	1	174
