ZoneID	Zone	Number	IndexName_1	SpokenName_1	Speaker_1	SpeakerID_1	Start_1	End_1	Duration_1	IndexName_2	SpokenName_2	Speaker_2	SpeakerID_2	Start_2	End_2	IndexName_3	SpokenName_3	Speaker_3	SpeakerID_3	Start_3	End_3	CommonName	UnspokenName	ExtendedName	VariantName	MisspelledName	Note_speech	Note_place	SeeType	See	See Text	SeeZoneID_1	SeeZone_1	SeeName_1	SeeNotes_1	SeeZoneID_2	SeeZone_2	SeeName_2	SeeNotes_2	SeeZone_3	SeeName_3	SeeNotes_3	SeeZone_4	SeeName_4	SeeNotes_4	Kind_1	Super_1	Kind_2	Super_2	Kind_3	Super_3	Kind_4	Super_4	Kind_5	Super_5
40	Hastings	3	Hikawera	Hikawera	Te Matua-o-te-Rangi Tomoana	118	9.42	10.14	0.72																																					meeting house	5								
40	Hastings	4	Hine-te-moa	Hine-te-moa	Te Matua-o-te-Rangi Tomoana	118	11.33	12.2	0.87																																					dining hall	5								
40	Hastings	5	Hōhepa	Hōhepa	Te Matua-o-te-Rangi Tomoana	118	13.35	14.09	0.74																																					locality		home							
40	Hastings	6	Houngarea	Houngarea	Te Matua-o-te-Rangi Tomoana	118	15.2	16.19	0.99																																					marae	1	meeting house	1						
40	Hastings	7	Kahurānaki	Kahurānaki	Te Matua-o-te-Rangi Tomoana	118	17.31	18.3	0.99																																					mountain		marae	2	meeting house	2				
40	Hastings	8	Kahurangi	Kahurangi	Te Matua-o-te-Rangi Tomoana	118	19.6	20.37	0.77																																					river		forest		marae	3				
40	Hastings	9	Karamū	Karamū	Te Matua-o-te-Rangi Tomoana	118	21.7	22.51	0.81																																					locality									
40	Hastings	10	Kererū	Kererū	Te Matua-o-te-Rangi Tomoana	118	23.62	24.27	0.65																																					locality									
40	Hastings	11	Korongatā	Korongatā	Te Matua-o-te-Rangi Tomoana	118	25.94	26.99	1.05																																					marae	4								
40	Hastings	12	Māhora	Māhora	Te Matua-o-te-Rangi Tomoana	118	28.17	28.93	0.76																																					suburb									
40	Hastings	13	Mangaroa	Mangaroa	Te Matua-o-te-Rangi Tomoana	118	30.18	30.94	0.76																																					marae	5								
40	Hastings	14	Mangatahi	Mangatahi	Te Matua-o-te-Rangi Tomoana	118	32.17	32.96	0.79																																					locality									
40	Hastings	15	Mangateretere	Mangateretere	Te Matua-o-te-Rangi Tomoana	118	33.91	35.05	1.14																																					stream		locality							
40	Hastings	16	Maraekākaho	Maraekākaho	Te Matua-o-te-Rangi Tomoana	118	36.42	37.57	1.15																																					locality									
40	Hastings	17	Maraetōtara	Maraetōtara	Te Matua-o-te-Rangi Tomoana	118	38.87	40.21	1.34																																					locality									
40	Hastings	18	Mihiroa	Mihiroa	Te Matua-o-te-Rangi Tomoana	118	41.34	42.02	0.68																																					marae	6								
40	Hastings	19	Mokopeka	Mokopeka	Te Matua-o-te-Rangi Tomoana	118	43.17	44.04	0.87																																					locality									
40	Hastings	20	Morehu-te-amo-haere						0.00														Morehu-te-amo-haere																							dining hall	10								
40	Hastings	21	Ngātārawa	Ngātārawa	Te Matua-o-te-Rangi Tomoana	118	45.21	46.35	1.14																																					locality									
40	Hastings	22	Ngaururoro	Ngaururoro	Te Matua-o-te-Rangi Tomoana	118	47.26	48.14	0.88																																					river									
40	Hastings	23	Nukunoa	Nukunoa	Te Matua-o-te-Rangi Tomoana	118	49.45	50.21	0.76																																					meeting house	5								
40	Hastings	24	Ōhara	Ōhara	Te Matua-o-te-Rangi Tomoana	118	51.71	52.55	0.84																																					stream									
40	Hastings	25	Ōpapa	Ōpapa	Te Matua-o-te-Rangi Tomoana	118	53.49	54.22	0.73																																					locality									
40	Hastings	26	Ōtāne	Ōtāne	Te Matua-o-te-Rangi Tomoana	118	55.88	56.81	0.93																																					locality									
40	Hastings	27	Pakipaki	Pakipaki	Te Matua-o-te-Rangi Tomoana	118	58.72	59.26	0.54																																					locality									
40	Hastings	28	Piopio	Piopio	Te Matua-o-te-Rangi Tomoana	118	60.57	61.3	0.73																																					mountain									
40	Hastings	29	Poporangi	Poporangi	Te Matua-o-te-Rangi Tomoana	118	62.35	63.22	0.87																																					stream		locality							
40	Hastings	30	Poukawa	Poukawa	Te Matua-o-te-Rangi Tomoana	118	64.33	65.21	0.88	Poukāwa													Poukāwa																							lake		locality							
40	Hastings	31	Pukekura	Pukekura	Te Matua-o-te-Rangi Tomoana	118	66.44	67.21	0.77																																					locality									
40	Hastings	32	Pukepuke Tangiora	Pukepuke Tangiora	Te Matua-o-te-Rangi Tomoana	118	68.38	69.63	1.25																																					dining hall	6								
40	Hastings	33	Pūkāhu	Pūkāhu	Te Matua-o-te-Rangi Tomoana	118	70.9	71.64	0.74																																					locality									
40	Hastings	34	Raukawa	Raukawa	Te Matua-o-te-Rangi Tomoana	118	72.97	73.83	0.86																																					range		locality							
40	Hastings	35	Raupare	Raupare	Te Matua-o-te-Rangi Tomoana	118	74.56	75.42	0.86																																					locality									
40	Hastings	36	Raureka	Raureka	Te Matua-o-te-Rangi Tomoana	118	76.52	77.35	0.83																																					suburb									
40	Hastings	37	Ruahāpia	Ruahāpia	Te Matua-o-te-Rangi Tomoana	118	78.83	79.86	1.03																																					marae	7								
40	Hastings	38	Tāheke	Tāheke	Te Matua-o-te-Rangi Tomoana	118	80.6	81.16	0.56																																					locality									
40	Hastings	39	Taraia	Taraia	Te Matua-o-te-Rangi Tomoana	118	82.64	83.38	0.74																																					marae	8	meeting house	8						
40	Hastings	40	Taupunga	Taupunga	Te Matua-o-te-Rangi Tomoana	118	84.83	85.62	0.79																																					marae	10	meeting house	10						
40	Hastings	41	Te Āwanga	Te Āwanga	Te Matua-o-te-Rangi Tomoana	118	86.79	87.64	0.85																																					locality									
40	Hastings	42	Te Atua-ō-māhuru	Te Atua-ō-māhuru	Te Matua-o-te-Rangi Tomoana	118	88.58	90.45	1.87																																					mountain									
40	Hastings	43	Te Hau-te-ana-nui	Te Hau-te-ana-nui	Te Matua-o-te-Rangi Tomoana	118	91.67	92.96	1.29																																					meeting house	11								
40	Hastings	44	Te Haukē	Te Haukē	Te Matua-o-te-Rangi Tomoana	118	94.08	95.15	1.07																																					locality	2								
40	Hastings	45	Te Huinga	Te Huinga	Te Matua-o-te-Rangi Tomoana	118	96.27	96.98	0.71																																					dining hall	11								
40	Hastings	46	Te Māhanga	Te Māhanga	Te Matua-o-te-Rangi Tomoana	118	98.43	99.32	0.89																																					peak									
40	Hastings	47	Te Mata	Te Mata-o-Rongokako	Te Matua-o-te-Rangi Tomoana	118	100.42	101.86	1.44	Te Mata-o-Rongokako															Te Mata																					hill									
40	Hastings	48	Te Whakaahu	Te Whakaahu	Te Matua-o-te-Rangi Tomoana	118	103.33	104.36	1.03																																					dining hall	2								
40	Hastings	49	Tōmoana	Tōmoana	Te Matua-o-te-Rangi Tomoana	118	105.67	106.63	0.96																																					locality									
40	Hastings	50	Tukituki	Tukituki	Te Matua-o-te-Rangi Tomoana	118	107.48	108.34	0.86																																					river									
40	Hastings	51	Waimārama	Waimārama	Te Matua-o-te-Rangi Tomoana	118	109.5	110.63	1.13																																					beach		locality							
40	Hastings	52	Waiohiki	Waiohiki	Te Matua-o-te-Rangi Tomoana	118	111.38	112.24	0.86																																					marae	11								
40	Hastings	53	Waipatu	Waipatu	Te Matua-o-te-Rangi Tomoana	118	113.62	114.4	0.78																																					marae	12	dining hall	12						
40	Hastings	54	Wakarārā	Wakarārā	Te Matua-o-te-Rangi Tomoana	118	115.4	116.39	0.99																																					range									
41	Napier	0	Intro	Zone 41: Napier	Hugh Young	38	1.74	3.54	1.80																																					intro									
41	Napier	1	Ahuriri	Ahuriri	Te Otane Reti	120	5.74	6.65	0.91																																					river		suburb							
41	Napier	2	Arapaoanui	Arapaoanui	Te Otane Reti	120	7.34	8.6	1.26																																					river		marae	1	locality					
41	Napier	3	Awatoto	Awatoto	Te Otane Reti	120	9.65	10.46	0.81																																					suburb									
41	Napier	4	Hamuera	Hamuera	Te Otane Reti	120	11.72	12.69	0.97																																					dining hall	5								
41	Napier	5	Heipipi	Heipipi	Te Otane Reti	120	13.6	14.53	0.93																																					locality									
41	Napier	6	Hine-ahu-one	Hine-ahu-one	Te Matua-o-te-Rangi Tomoana	118	15.68	16.66	0.98																																					dining hall	2								
41	Napier	7	Hinemanu	Hinemanu	Te Otane Reti	120	17.86	18.8	0.94																																					former marae									
41	Napier	8	Kāwera	Kāwera	Te Otane Reti	120	19.98	20.73	0.75																																					locality									
41	Napier	9	Kahika	Kahika	Te Otane Reti	120	21.52	22.48	0.96																																					locality									
41	Napier	10	Kahukuranui	Kahukuranui	Te Otane Reti	120	23.25	24.49	1.24																																					meeting house	6								
41	Napier	11	Kai-aarero	Kai-arero	Te Otane Reti	120	25.5	26.62	1.12																																					locality									
41	Napier	12	Kaikōmata	Kaikōmata 	Te Otane Reti	120	27.64	28.74	1.10	Kaimata													Kaimata		Kaimata																					range									
41	Napier	13	Kaiwaka	Kaiwaka	Te Otane Reti	120	29.41	30.23	0.82																																					locality									
41	Napier	14	Kareaara	Kareaara	Te Otane Reti	120	31.21	32.23	1.02																			double vowel																		stream									
41	Napier	15	Ketekete-rau	Ketekete-rau	Te Otane Reti	120	33.16	34.47	1.31																																					harbour mouth									
41	Napier	16	Kohupātiki	Kohupātiki	Te Otane Reti	120	35.36	36.53	1.17																																					locality		marae	2						
41	Napier	17	Kokohitoa	Kokohitoa	Te Otane Reti	120	37.46	38.85	1.39																																					peak									
41	Napier	18	Korokipo	Korokipo	Te Otane Reti	120	39.97	40.72	0.75																																					marae	3	locality							
41	Napier	19	Kurīpāpango	Kurīpāpango	Te Otane Reti	120	41.85	43.12	1.27																																					locality									
41	Napier	20	Mātāhōrua	Mātāhōrua	Te Otane Reti	120	43.78	45.14	1.36																																					viaduct									
41	Napier	21	Makahū	Makahū	Te Otane Reti	120	46.12	46.97	0.85																																					stream									
41	Napier	22	Mangaone	Mangaone	Te Otane Reti	120	47.87	48.97	1.10																																					river									
41	Napier	23	Mangatutu	Mangatutu	Te Otane Reti	120	50.22	50.87	0.65																																					stream		locality							
41	Napier	24	Mangatūranga	Mangatūranga	Te Otane Reti	120	52.88	54.14	1.26																																					locality									
41	Napier	25	Maraenui	Maraenui	Te Otane Reti	120	54.68	55.91	1.23																																					suburb									
41	Napier	26	Marewa	Marewa	Te Otane Reti	120	56.8	57.53	0.73																																					suburb									
41	Napier	27	Mata-rua-hau	Mata-rua-hau	Te Otane Reti	120	59.01	60.52	1.51																																					hill									
41	Napier	28	Matahiwi	Matahiwi	Te Otane Reti	120	61.43	62.38	0.95																																					marae	3	locality							
41	Napier	29	Matapiro	Matapiro	Te Otane Reti	120	63.65	64.5	0.85																																					locality									
41	Napier	30	Maungaharuru	Maungaharuru	Te Otane Reti	120	65.56	66.87	1.31																																					range									
41	Napier	31	Mōhaka	Mōhaka	Te Otane Reti	120	67.42	68.36	0.94																																					river		forest		marae	4				
41	Napier	32	Mōkara	Mōkara	Te Otane Reti	120	69.07	69.89	0.82																																					locality									
41	Napier	33	Mōteo	Mōteo	Te Otane Reti	120	70.98	72.13	1.15																																					marae	5	locality							
41	Napier	34	Ngāroto	Ngāroto	Te Otane Reti	120	73.05	74.02	0.97																																					locality									
41	Napier	35	Onekawa	Onekawa	Te Otane Reti	120	74.67	75.54	0.87																																					suburb									
41	Napier	36	Ōhurakura	Ōhurakura	Te Otane Reti	120	76.22	77.26	1.04																																					locality									
41	Napier	37	Ōingo	Ōingo	Te Otane Reti	120	77.95	78.74	0.79																																					lake									
41	Napier	38	Ōkawa	Ōkawa	Te Otane Reti	120	79.44	80.31	0.87																																					stream		locality							
41	Napier	39	Ōmāhaki	Ōmāhaki	Te Otane Reti	120	81.26	82.38	1.12																																					locality									
41	Napier	40	Ōmāhū	Ōmāhū	Te Otane Reti	120	83.04	84.18	1.14																																					marae	6	locality							
41	Napier	41	Ōmāpere	Ōmāpere	Te Otane Reti	120	85	86.09	1.09																																					locality									
41	Napier	42	Ōreka	Ōreka	Te Otane Reti	120	86.68	87.44	0.76																																					locality									
41	Napier	43	Ōtāmauri	Ōtāmauri	Te Otane Reti	120	88.39	89.48	1.09																																					locality									
41	Napier	44	Ōtātara	Ōtātara	Te Otane Reti	120	90.56	91.54	0.98																																					locality		art & craft centre							
41	Napier	45	Pākautūtū	Pākautūtū	Te Otane Reti	120	92.55	93.82	1.27																																					locality									
41	Napier	46	Pākōwhai	Pākōwhai 	Te Otane Reti	120	94.69	95.72	1.03	Pākōhai													Pākōhai		Pākōhai																					locality									
41	Napier	47	Pākuratahi	Pākuratahi	Te Otane Reti	120	96.54	97.65	1.11																																					river		locality							
41	Napier	48	Pānia	Pānia	Te Otane Reti	120	98.37	99.33	0.96																																					rock									
41	Napier	49	Pātoka	Pātoka	Te Otane Reti	120	100.09	100.97	0.88																																					locality									
41	Napier	50	Parirangi	Parirangi	Te Otane Reti	120	102.37	103.18	0.81																																					marae	7								
41	Napier	51	Pētane	Pētane 	Te Otane Reti	120	104.21	105.12	0.91	Pētani												Bethany	Pētani		Pētani																					township									
41	Napier	52	Pirimai	Pirimai	Te Otane Reti	120	105.91	106.72	0.81																																					suburb									
41	Napier	53	Piriwai Tua	Piriwai Tua	Te Otane Reti	120	107.15	108.35	1.20																																					dining hall	12								
41	Napier	54	Poraiti	Poraiti 	Te Otane Reti	120	109.04	109.83	0.79	Poraite																Poraite																				lake		marae	8	locality					
41	Napier	55	Puananga-te-wao	Puananga-te-wao	Te Otane Reti	120	110.8	112.51	1.71																																					meeting house	10								
41	Napier	56	Pukehāmoamoa	Pukehāmoamoa	Te Otane Reti	120	114.15	115.66	1.51																																					locality									
41	Napier	57	Puketapu	Puketapu	Te Otane Reti	120	116.6	117.46	0.86																																					locality									
41	Napier	58	Puketītiri	Puketītiri	Te Otane Reti	120	118.15	119.38	1.23																																					locality									
41	Napier	59	Pūtōrino	Pūtōrino	Te Otane Reti	120	120.54	121.7	1.16																																					locality									
41	Napier	60	Rangimārie	Rangimārie	Te Otane Reti	120	122	123.4	1.40																																					meeting house	14								
41	Napier	61	Rongopai	Rongopai	Wi Huata	136	123.6	124.99	1.39																																					meeting house	12								
41	Napier	62	Rukumoana	Rukumoana	Te Otane Reti	120	125.82	126.72	0.90																																					locality									
41	Napier	63	Rūnanga	Rūnanga	Te Otane Reti	120	128.02	128.87	0.85																																					lake		marae	9	locality					
41	Napier	64	Tāne-nui-a-Rangi	Tāne-nui-a-Rangi	Te Otane Reti	120	129.66	131.31	1.65																																					meeting house	2								
41	Napier	65	Tāngoio	Tāngoio	Te Otane Reti	120	132.17	133.37	1.20																																					falls		bluff		marae	10				
41	Napier	66	Tārehā	Tārehā	Te Otane Reti	120	134.06	134.96	0.90																																					locality									
41	Napier	67	Tātaraakina	Tātaraakina	Te Otane Reti	120	135.77	137.04	1.27																																					locality									
41	Napier	68	Tātau Tātau	Tātau Tātau	Te Otane Reti	120	138.16	139.64	1.48																																					dining hall	14								
41	Napier	69	Taipō	Taipō	Te Otane Reti	120	140.52	141.45	0.93																																					stream									
41	Napier	70	Tamatea	Tamatea	Te Otane Reti	120	142.29	143.25	0.96																																					suburb									
41	Napier	71	Tangitū	Tangitū	Te Otane Reti	120	144.22	145.09	0.87																																					dining hall	10								
41	Napier	72	Tarapōnui	Tarapōnui	Te Otane Reti	120	145.99	147.36	1.37																																					peak									
41	Napier	73	Tarawera	Tarawera	Te Otane Reti	120	148.11	148.97	0.86																																					township									
41	Napier	74	Te Āwhina	Te Āwhina	Te Otane Reti	120	149.68	150.7	1.02																																					marae	11	dining hall	11						
41	Napier	75	Te Aroha	Te Aroha	Te Otane Reti	120	152.15	153.04	0.89																																					meeting house	9								
41	Napier	76	Te Awa	Te Awa	Te Otane Reti	120	154.01	154.66	0.65																																					suburb									
41	Napier	77	Te Hāroto	Te Hāroto	Te Otane Reti	120	155.63	156.53	0.90																																					marae	12	locality							
41	Napier	78	Te Kara	Te Kara	Te Otane Reti	120	157.45	158.07	0.62																																					locality									
41	Napier	79	Te Mātau-ā-Māui	Te Mātau-ā-Māui	Te Matua-o-te-Rangi Tomoana	118	158.91	160.6	1.69																																					meeting house	3								
41	Napier	80	Te Mauri	Te Mauri-o-te-Huki	Te Otane Reti	120	162.1	164.29	2.19	Te Mauri-o-te-Huki	Kotemāori	Te Otane Reti	120	164.72	165.91	Kotemāori									Kotemāori																					locality									
41	Napier	81	Te Pōhue	Te Pōhue	Te Otane Reti	120	166.68	167.67	0.99																																					township		forest							
41	Napier	82	Te Pourewa-o-te-Rangi	Te Pourewa-o-te-Rangi	Te Otane Reti	120	169.28	171.33	2.05																																					dining hall	4								
41	Napier	83	Te Roto Kare	Te Roto Kare	Te Otane Reti	120	172.63	173.83	1.20																																					lake									
41	Napier	84	Te Uku	Te Uku	Te Otane Reti	120	174.37	175	0.63																																					locality									
41	Napier	85	Te Ūranga Waka	Te Ūranga Waka	Te Otane Reti	120	176.15	177.4	1.25																																					marae	13								
41	Napier	86	Te Waka	Te Waka	Te Otane Reti	120	177.95	178.7	0.75																																					range									
41	Napier	87	Tītīōkura	Tītīōkura	Te Otane Reti	120	179.21	181.19	1.98																																					summit									
41	Napier	88	Timi Kara	Timi Kara	Te Otane Reti	120	181.62	182.63	1.01																																					marae	14								
41	Napier	89	Tūranga-ā-kumu	Tūranga-ā-kumu	Te Otane Reti	120	183.46	185.31	1.85																																					saddle									
41	Napier	90	Tūtaekurī	Tūtaekurī	Te Otane Reti	120	186.14	187.46	1.32																																					river									
41	Napier	91	Tūtira	Tūtira	Te Otane Reti	120	187.97	188.73	0.76																																					lake		locality							
41	Napier	92	Waihau	Waihau	Te Otane Reti	120	189.37	190.28	0.91																																					locality									
41	Napier	93	Waikare	Waikare 	Te Otane Reti	120	190.97	191.79	0.82	Waikari																Waikari																				river		locality							
41	Napier	94	Waikōau	Waikōau	Te Otane Reti	120	192.33	193.5	1.17																																					locality									
41	Napier	95	Waiōhīngāngā	Waiōhīngāngā	Te Otane Reti	120	194.52	196.05	1.53																																					locality									
41	Napier	96	Waiōhiki	Waiōhiki	Te Otane Reti	120	196.99	197.87	0.88																																					locality									
41	Napier	97	Waipātiki	Waipātiki	Te Otane Reti	120	198.46	199.44	0.98																																					locality									
41	Napier	98	Waipunga	Waipunga	Te Otane Reti	120	200.28	200.99	0.71																																					locality									
41	Napier	99	Waitahā	Waitahā	Te Otane Reti	120	201.9	202.69	0.79																																					locality									
41	Napier	100	Waiwhare	Waiwhare	Te Otane Reti	120	203.58	204.23	0.65																																					locality									
41	Napier	101	Whakamarumaru	Whakamarumaru	Te Otane Reti	120	204.87	206.16	1.29																																					locality									
41	Napier	102	Whanawhana	Whanawhana	Te Otane Reti	120	206.94	207.79	0.85																																					locality									
41	Napier	103	Wharerangi	Wharerangi	Te Otane Reti	120	208.35	209.3	0.95																																					locality									
41	Napier	104	Whirinaki	Whirinaki	Te Otane Reti	120	209.5	210.7	1.20																																					bluff		locality							
42	Wairoa	0	Intro	Zone 42: Wairoa	Hugh Young	38	1.76	3.72	1.96																																					intro									
42	Wairoa	1	Arimāwha	Arimāwha	Lena Manuel	58	5.05	6.23	1.18																																					marae	1	locality							
42	Wairoa	2	Awamate	Awamate	Lena Manuel	58	6.67	7.61	0.94																																					locality									
42	Wairoa	3	Erepeti	Erepeti	Lena Manuel	58	8.38	9.3	0.92																																					locality									
42	Wairoa	4	Hangaroa	Hangaroa	Lena Manuel	58	9.79	10.68	0.89																																					river									
42	Wairoa	5	Hereheretau	Hereheretau	Lena Manuel	58	11.22	12.11	0.89																																					locality									
42	Wairoa	6	Hikuwai	Hikuwai	Wi Huata	136	12.92	13.8	0.88																																					marae	2	meeting house	2						
42	Wairoa	7	Hinekōrako	Hinekōrako	Lena Manuel	58	14.64	15.74	1.10																																					marae	3								
42	Wairoa	8	Hinemihi	Hinemihi	Lena Manuel	58	16.28	17.2	0.92																																					marae	4								
42	Wairoa	9	Hurumoa	Hurumoa	Lena Manuel	58	17.84	18.7	0.86																																					marae	5	locality							
42	Wairoa	10	Iwitea	Iwitea	Lena Manuel	58	19.44	20.38	0.94																																					marae	6	locality							
42	Wairoa	11	Kahungunu	Kahungunu	Lena Manuel	58	20.79	21.68	0.89																																					marae	7	locality							
42	Wairoa	12	Kiekie	Kiekie	Lena Manuel	58	22.46	23.43	0.97																																					locality									
42	Wairoa	13	Kihitū	Kihitū	Lena Manuel	58	24	25.1	1.10																																					locality									
42	Wairoa	14	Kiwi	Kiwi	Lena Manuel	58	25.6	26.33	0.73																																					valley									
42	Wairoa	15	Kōpua	Kōpua	Lena Manuel	58	27.11	27.91	0.80																																					hill		locality							
42	Wairoa	16	Kōtore	Kōtore	Lena Manuel	58	28.61	29.47	0.86																																					range									
42	Wairoa	17	Kurahikakawa	Kurahikakawa	Lena Manuel	58	30.04	31.34	1.30																																					meeting house									
42	Wairoa	18	Mākaretū	Mākaretū	Lena Manuel	58	31.77	32.88	1.11																																					stream									
42	Wairoa	19	Māngaruhe	Mānga-aruhe	Lena Manuel	58	33.6	34.6	1.00																																					river		locality							
42	Wairoa	20	Mangaone	Mangaone	Lena Manuel	58	34.85	35.8	0.95																																					stream		locality							
42	Wairoa	21	Mangapōike	Mangapōike	Lena Manuel	58	36.2	37.4	1.20																																					valley		river		locality					
42	Wairoa	22	Mangarangiora	Mangarangiora	Lena Manuel	58	38.11	39.4	1.29																																					stream									
42	Wairoa	23	Mangatāwhiti	Mangatāwhiti	Lena Manuel	58	39.92	41.04	1.12																																					locality									
42	Wairoa	24	Maraetaha	Maraetaha	Lena Manuel	58	42.03	42.96	0.93																																					river		locality							
42	Wairoa	25	Marumaru	Marumaru	Lena Manuel	58	43.75	44.65	0.90																																					township									
42	Wairoa	26	Matakūhia	Matakūhia	Lena Manuel	58	45.14	46.27	1.13																																					range		stream							
42	Wairoa	27	Maungataniwha	Maungataniwha	Lena Manuel	58	46.97	48.07	1.10																																					mountain									
42	Wairoa	28	Miromiro	Miromiro	Lena Manuel	58	48.78	49.73	0.95																																					locality									
42	Wairoa	29	Mōhaka	Mōhaka	Lena Manuel	58	50.31	51.06	0.75																																					river		viaduct		locality	16				
42	Wairoa	30	Ngāmāhanga	Ngāmāhanga	Lena Manuel	58	51.79	52.95	1.16																																					locality									
42	Wairoa	31	Ngāmoko	Ngāmoko	Lena Manuel	58	53.51	54.48	0.97																																					range									
42	Wairoa	32	Ōhinepākā	Ōhinepākā	Lena Manuel	58	54.89	56.18	1.29																																					locality									
42	Wairoa	33	Ōhuia	Ōhuia	Lena Manuel	58	56.64	57.56	0.92																																					lagoon									
42	Wairoa	34	Ōhuka	Ōhuka	Lena Manuel	58	58.05	58.96	0.91																																					locality									
42	Wairoa	35	Ōkare	Ōkare	Lena Manuel	58	59.49	60.34	0.85																																					locality									
42	Wairoa	36	Ōmahanui	Ōmahanui	Lena Manuel	58	60.86	61.81	0.95																																					locality									
42	Wairoa	37	Ōpoho	Ōpoho	Lena Manuel	58	62.72	63.49	0.77																																					locality									
42	Wairoa	38	Ōpōiti	Ōpōiti	Lena Manuel	58	64.18	65.27	1.09																																					locality									
42	Wairoa	39	Ōtaunoa	Ōtaunoa	Lena Manuel	58	65.88	66.95	1.07																																					range									
42	Wairoa	40	Ōtoi	Ōtoi	Lena Manuel	58	67.88	68.75	0.87																																					locality									
42	Wairoa	41	Pākohai	Pākohai	Lena Manuel	58	69.7	70.79	1.09																																					marae	8								
42	Wairoa	42	Pāparatū	Pāparatū	Lena Manuel	58	71.37	72.45	1.08																																					locality									
42	Wairoa	43	Pāpuni	Pāpuni	Lena Manuel	58	73.23	74.19	0.96																																					locality									
42	Wairoa	44	Painga	Painga	Lena Manuel	58	74.91	75.62	0.71																																					locality									
42	Wairoa	45	Pakopako	Pakopako	Lena Manuel	58	76.9	77.85	0.95																																					locality									
42	Wairoa	46	Patunamu	Patunamu	Lena Manuel	58	79.07	80.04	0.97																																					forest									
42	Wairoa	47	Pīhānui	Pīhānui	Lena Manuel	58	80.59	81.42	0.83																																					locality									
42	Wairoa	48	Poututū	Poututū	Lena Manuel	58	82.32	83.36	1.04																																					locality									
42	Wairoa	49	Pukekohu	Pukekohu	Lena Manuel	58	84.09	84.71	0.62																																					range									
42	Wairoa	50	Pukeroronui	Pukeroronui	Lena Manuel	58	86.1	87.32	1.22																																					peak									
42	Wairoa	51	Pūtahi	Pūtahi	Lena Manuel	58	88.26	89.09	0.83																																					marae	9								
42	Wairoa	52	Pūtere	Pūtere	Lena Manuel	58	89.69	90.53	0.84																																					locality									
42	Wairoa	53	Rāmoto	Rāmoto	Lena Manuel	58	91.19	91.86	0.67																																					locality									
42	Wairoa	54	Rangiahua	Rangiahua	Lena Manuel	58	92.52	93.59	1.07																																					marae	10	locality							
42	Wairoa	55	Raupunga	Raupunga	Lena Manuel	58	94.55	95.43	0.88																																					township									
42	Wairoa	56	Ruakituri	Ruakituri	Lena Manuel	58	96.02	97.07	1.05																																					river		valley		locality					
42	Wairoa	57	Raupapa	Raupapa	Lena Manuel	58	97.54	98.51	0.97																																					locality									
42	Wairoa	58	Ruataniwha	Ruataniwha	Lena Manuel	58	99.14	100.07	0.93																																					marae	11								
42	Wairoa	59	Tāhaenui	Tāhaenui	Lena Manuel	58	100.89	101.79	0.90																																					stream									
42	Wairoa	60	Tākitimu	Tākitimu	Lena Manuel	58	102.45	103.49	1.04																																					marae	12	meeting house	12						
42	Wairoa	61	Tāwhara	Tāwhara	Lena Manuel	58	104.61	105.44	0.83																																					valley									
42	Wairoa	62	Taihoa	Taihoa	Lena Manuel	58	106.55	107.19	0.64																																					marae	13	dining hall	13						
42	Wairoa	63	Tama-te-Rangi	Tama-te-Rangi	Lena Manuel	58	108.12	109.13	1.01																																					meeting house	10								
42	Wairoa	64	Tangiwai	Tangiwai	Lena Manuel	58	109.7	110.65	0.95																																					locality									
42	Wairoa	65	Tarapātiki	Tarapātiki	Lena Manuel	58	111.22	112.36	1.14																																					locality									
42	Wairoa	66	Tawhiti-a-maru	Tawhiti-a-maru	Lena Manuel	58	113.29	114.46	1.17																																					marae	14								
42	Wairoa	67	Te Hoe	Te Hoe	Lena Manuel	58	115.52	116.11	0.59																																					river									
42	Wairoa	68	Te Huki	Te Huki	Lena Manuel	58	117.66	118.49	0.83																																					marae	15								
42	Wairoa	69	Te Kahu-o-te-Rangi	Te Kahu-o-te-Rangi	Lena Manuel	58	119.6	120.9	1.30																																					marae	16	meeting house	16						
42	Wairoa	70	Te Karaona	Te Karaona	Lena Manuel	58	121.79	122.77	0.98																																					marae	17	meeting house	17						
42	Wairoa	71	Te Kawiti	Te Kawiti	Lena Manuel	58	123.34	124.17	0.83																																					marae									
42	Wairoa	72	Te Korito	Te Korito	Lena Manuel	58	124.68	125.5	0.82																																					locality									
42	Wairoa	73	Te Kotahitanga	Te Kotahitanga	Lena Manuel	58	126.36	127.34	0.98																																					marae	19								
42	Wairoa	74	Te Kumi	Te Kumi	Lena Manuel	58	128.57	129.47	0.90																																					locality									
42	Wairoa	75	Te Maire	Te Maire	Lena Manuel	58	130.6	131.6	1.00																																					locality									
42	Wairoa	76	Te Ōtāne	Te Ōtāne	Te Otane Reti	120	132.31	133.39	1.08																																					meeting house	13								
42	Wairoa	77	Te Paeroa	Te Paeroa	Lena Manuel	58	134.55	135.48	0.93																																					lagoon									
42	Wairoa	78	Te Puna	Te Puna	Lena Manuel	58	136.25	137.05	0.80																																					locality									
42	Wairoa	79	Te Rauhina	Te Rauhina	Lena Manuel	58	137.66	138.61	0.95																																					marae	20								
42	Wairoa	80	Te Reinga	Te Reinga	Lena Manuel	58	139.24	140.07	0.83																																					falls									
42	Wairoa	81	Te Uhi	Te Uhi	Lena Manuel	58	141.51	142.32	0.81																																					locality									
